,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1480_0001,1480,stettmeister,her Hannsrüdolff von Endingen ritter,johanns-rudolff,"endingen, von",,,"['her', 'ritter']",constoffeler,,,211,1,1
2,aves_aa_4R_1480_0002,1480,stettmeister,her Philipps von Mùlnheim ritter,philipp,"müllenheim, von",,,"['her', 'ritter']",constoffeler,,,211,1,2
3,aves_aa_4R_1480_0003,1480,stettmeister,her Hans von Kageneck ritter,johanns,"kageneck, von",,,"['her', 'ritter']",constoffeler,,,211,1,3
4,aves_aa_4R_1480_0004,1480,stettmeister,her Friderich Bock ritter,friedrich,bock,,,"['her', 'ritter']",constoffeler,,,211,1,4
5,aves_aa_4R_1480_0005,1480,ammeister,her Hans von Berse der                      ammeister,johanns,"berse, von",,,"['her', 'ammeister']",echevinat,,,211,1,5
6,aves_aa_4R_1480_0006,1480,conseiller_des_constaffel,her Ludwig von Kageneck ritter,ludwig,"kageneck, von",,,"['her', 'ritter']",constoffeler,,,211,1,6
7,aves_aa_4R_1480_0007,1480,conseiller_des_constaffel,her Hans von Seckingen ritter,johanns,"säckingen, von",,,"['her', 'ritter']",constoffeler,,,211,1,7
8,aves_aa_4R_1480_0008,1480,conseiller_des_constaffel,her Hans Hùffel,johanns,hüffelin,,,['her'],constoffeler,,,211,1,8
9,aves_aa_4R_1480_0009,1480,conseiller_des_constaffel,Reymbolt züm Trùbel,reimbolt,"trübel, zum",,,,constoffeler,,,211,1,9
10,aves_aa_4R_1480_0010,1480,conseiller_des_constaffel,Hans Erlin,johanns,erlin,,,,constoffeler,,,211,1,10
11,aves_aa_4R_1480_0011,1480,conseiller_des_constaffel,Caspar Clobelouch,caspar,klobelouch,,,,constoffeler,,,211,1,11
12,aves_aa_4R_1480_0012,1480,conseiller_des_constaffel,Goß Hùffel,gosse,hüffelin,,,,constoffeler,,,211,1,12
13,aves_aa_4R_1480_0013,1480,conseiller_des_constaffel,Jacob Elhart,jacob,ellenhart,,,,constoffeler,,,211,1,13
14,aves_aa_4R_1480_0014,1480,conseiller_des_bateliers,Hans Berlin,johanns,berlin,,,,echevinat,corporation_des_bateliers,,211,1,14
15,aves_aa_4R_1480_0015,1480,conseiller_des_marchands,Hanserhart von Rotwil,johanns-erhart,"rottweil, von",,,,echevinat,corporation_des_marchands,,211,1,15
16,aves_aa_4R_1480_0016,1480,conseiller_des_bouchers,Marx Kerling,marx,kerling,,,,echevinat,corporation_des_bouchers,,211,1,16
17,aves_aa_4R_1480_0017,1480,conseiller_des_cabaretiers,Adam Mesener,adam,messner,,,,echevinat,corporation_des_cabaretiers,,211,1,17
18,aves_aa_4R_1480_0018,1480,conseiller_des_drapiers,Götz von Hohemburg,götze,"hohenburg, von",,,,echevinat,corporation_des_drapiers,,211,1,18
19,aves_aa_4R_1480_0019,1480,conseiller_des_marchands_de_grains,her Peter Schott altammeister,peter,schott,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,211,1,19
20,aves_aa_4R_1480_0020,1480,conseiller_des_sauniers,Heinrich Mëdinger,heinrich,medinger,,,,echevinat,corporation_des_sauniers,,211,1,20
21,aves_aa_4R_1480_0021,1480,conseiller_des_orfevres,Hans von Franckfort,johanns,"frankfurt, von",,,,echevinat,corporation_des_orfevres,,211,1,21
22,aves_aa_4R_1480_0022,1480,conseiller_des_boulangers,Hans Waldener,johanns,waldener,,,,echevinat,corporation_des_boulangers,,211,1,22
23,aves_aa_4R_1480_0023,1480,conseiller_des_pelletiers,Hans Slapp,johanns,slapp,,,,echevinat,corporation_des_pelletiers,,211,1,23
24,aves_aa_4R_1480_0024,1480,conseiller_des_tonneliers,Anthenÿe Dalheim,anthenie,dahlheim,,,,echevinat,corporation_des_tonneliers,,211,1,24
25,aves_aa_4R_1480_0025,1480,conseiller_des_tanneurs,Hans Vendenheim,johanns,vendenheim,,,,echevinat,corporation_des_tanneurs,,211,1,25
26,aves_aa_4R_1480_0026,1480,conseiller_des_gourmets_et_courtiers,Hans Bëger,johanns,beger,,,,echevinat,corporation_des_gourmets_et_courtiers,,211,1,26
27,aves_aa_4R_1480_0027,1480,conseiller_des_tailleurs,Heinrich Mùller,heinrich,müller,,,,echevinat,corporation_des_tailleurs,,211,1,27
28,aves_aa_4R_1480_0028,1480,conseiller_des_forgerons,Lienhart Ammeister,lienhart,ammeister,,,,echevinat,corporation_des_forgerons,,211,1,28
29,aves_aa_4R_1480_0029,1480,conseiller_des_barbiers_et_baigneurs,Hans Schëdeler,johanns,schedeler,,,,echevinat,corporation_des_barbiers_et_baigneurs,,211,1,29
30,aves_aa_4R_1480_0030,1480,conseiller_des_cordonniers,Hans Burckart,johanns,burkhart,,,,echevinat,corporation_des_cordonniers,,211,1,30
31,aves_aa_4R_1480_0031,1480,conseiller_des_pêcheurs,Hans Bùlle,johanns,bülle,,,,echevinat,corporation_des_pêcheurs,,211,1,31
32,aves_aa_4R_1480_0032,1480,conseiller_des_charrons,Hans Claus,johanns,claus,,,,echevinat,corporation_des_charrons,,211,1,32
33,aves_aa_4R_1480_0033,1480,conseiller_des_jardiniers,Andres Ersamme,andres,ersam,,,,echevinat,corporation_des_jardiniers,,211,1,33
34,aves_aa_4R_1480_0034,1480,conseiller_des_tisserands,Conrat von Wile,konrat,"wile, von",,,,echevinat,corporation_des_tisserands,,211,1,34
35,aves_aa_4R_1480_0035,1480,conseiller_des_regrattiers_cordiers_et_fruitiers,Heinrich Swencker,heinrich,schwencker,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,211,1,35
36,aves_aa_4R_1480_0036,1480,conseiller_des_charpentiers,Peter von Morßmùnster,peter,"morsmünster, von",,,,echevinat,corporation_des_charpentiers,,211,1,36
37,aves_aa_4R_1480_0037,1480,conseiller_des_maçons,Gangolff von Morßmùnster,gangolff,"morsmünster, von",,,,echevinat,corporation_des_maçons,,211,1,37
