,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1478_0001,1478,stettmeister,her Adam Zorn ritter,adam,zorn,,,"['her', 'ritter']",constoffeler,,,209,1,1
2,aves_aa_4R_1478_0002,1478,stettmeister,her Hans Boͤckel ritter,johanns,böckel,,,"['her', 'ritter']",constoffeler,,,209,1,2
3,aves_aa_4R_1478_0003,1478,stettmeister,her Friderich Bock ritter,friedrich,bock,,,"['her', 'ritter']",constoffeler,,,209,1,3
4,aves_aa_4R_1478_0004,1478,stettmeister,her Hans Hùffel,johanns,hüffelin,,,['her'],constoffeler,,,209,1,4
5,aves_aa_4R_1478_0005,1478,ammeister,her Claus Bomgarter der                      ammeister,claus,baumgarter,,,"['her', 'ammeister']",echevinat,,,209,1,5
6,aves_aa_4R_1478_0006,1478,conseiller_des_constaffel,her Hans Wilhelm zuͦm Riet ritter,johanns-wilhelm,,"riet, zum",,"['her', 'ritter']",constoffeler,,,209,1,6
7,aves_aa_4R_1478_0007,1478,conseiller_des_constaffel,her Claus Wormsser ritter,claus,wormser,,,"['her', 'ritter']",constoffeler,,,209,1,7
8,aves_aa_4R_1478_0008,1478,conseiller_des_constaffel,Hans von Wintertur,johanns,"winterthur, von",,,,constoffeler,,,209,1,8
9,aves_aa_4R_1478_0009,1478,conseiller_des_constaffel,Peter Rebestock,peter,rebestock,,,,constoffeler,,,209,1,9
10,aves_aa_4R_1478_0010,1478,conseiller_des_constaffel,Hans Adolff Elhart,johanns-adolff,ellenhart,,,,constoffeler,,,209,1,10
11,aves_aa_4R_1478_0011,1478,conseiller_des_constaffel,Hans Voͤltsch,johanns,völtsch,,,,constoffeler,,,209,1,11
12,aves_aa_4R_1478_0012,1478,conseiller_des_constaffel,Ludwig Sturm,ludwig,sturm,,,,constoffeler,,,209,1,12
13,aves_aa_4R_1478_0013,1478,conseiller_des_constaffel,Jacob Wormsser,jacob,wormser,,,,constoffeler,,,209,1,13
14,aves_aa_4R_1478_0014,1478,conseiller_des_bateliers,Reimbolt Museler,reimbolt,müseler,,,,echevinat,corporation_des_bateliers,,209,1,14
15,aves_aa_4R_1478_0015,1478,conseiller_des_marchands,Hans Riff der junge,johanns,riffe,,der junge,,echevinat,corporation_des_marchands,,209,1,15
16,aves_aa_4R_1478_0016,1478,conseiller_des_bouchers,Behtolt Offenburg,bechtolt,offenburg,,,,echevinat,corporation_des_bouchers,,209,1,16
17,aves_aa_4R_1478_0017,1478,conseiller_des_cabaretiers,Conrat Duntzenheim,konrat,duntzenheim,,,,echevinat,corporation_des_cabaretiers,,209,1,17
18,aves_aa_4R_1478_0018,1478,conseiller_des_drapiers,Conrat Armbroster,konrat,armbruster,,,,echevinat,corporation_des_drapiers,,209,1,18
19,aves_aa_4R_1478_0019,1478,conseiller_des_marchands_de_grains,Claus Brun,claus,brun,,,,echevinat,corporation_des_marchands_de_grains,,209,1,19
20,aves_aa_4R_1478_0020,1478,conseiller_des_sauniers,Matern Trachenfeils,mattern,trachenfeils,,,,echevinat,corporation_des_sauniers,,209,1,20
21,aves_aa_4R_1478_0021,1478,conseiller_des_orfevres,Uͦlrich Sebolt,ulrich,seebott,,,,echevinat,corporation_des_orfevres,,209,1,21
22,aves_aa_4R_1478_0022,1478,conseiller_des_boulangers,Diebolt Otteman,diebolt,ottemann,,,,echevinat,corporation_des_boulangers,,209,1,22
