,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1417_0001,1417,stettmeister,her Reimbolt Hùffel ritter,reimbolt,hüffelin,,,"['her', 'ritter']",constoffeler,,,148,1,1
2,aves_aa_4R_1417_0002,1417,stettmeister,Wilhelm von Mùlnheim,wilhelm,"müllenheim, von",,,,constoffeler,,,148,1,2
3,aves_aa_4R_1417_0003,1417,stettmeister,her Uͦlrich Lösel ritter,ulrich,löselin,,,"['her', 'ritter']",constoffeler,,,148,1,3
4,aves_aa_4R_1417_0004,1417,stettmeister,Thoman von Endingen,thoman,"endingen, von",,,,constoffeler,,,148,1,4
5,aves_aa_4R_1417_0005,1417,ammeister,her Claus Arge der ammeister starp inn                         dem selben jare,claus,arge,,,"['her', 'ammeister']",echevinat,,,148,1,5
6,aves_aa_4R_1417_0006,1417,ammeister,her Hug Dritzehen an sin statt kosen,hug,dreitzehn,,,['her'],echevinat,,,148,1,6
7,aves_aa_4R_1417_0007,1417,conseiller_des_constaffel,her Johanns Eckerich ritter,johanns,,eckerich,,"['her', 'ritter']",constoffeler,,,148,1,8
8,aves_aa_4R_1417_0008,1417,conseiller_des_constaffel,her Heinrich von Mùlnheim von Landsperg ritter,heinrich,"müllenheim, von","landsberg, von",,"['her', 'ritter']",constoffeler,,,148,1,9
9,aves_aa_4R_1417_0009,1417,conseiller_des_constaffel,her Gosse Burggraf ritter,gosse,burggraf,,,"['her', 'ritter']",constoffeler,,,148,1,10
10,aves_aa_4R_1417_0010,1417,conseiller_des_constaffel,Schochman Maler,schochmann,mahler,,,,constoffeler,,,148,1,11
11,aves_aa_4R_1417_0011,1417,conseiller_des_constaffel,Walther von Mùlnheim der eilter,walther,"müllenheim, von",,,,constoffeler,,,148,1,12
12,aves_aa_4R_1417_0012,1417,conseiller_des_constaffel,Andres Wirich,andres,wirich,,,,constoffeler,,,148,1,13
13,aves_aa_4R_1417_0013,1417,conseiller_des_constaffel,Reimbolt Spender,reimbolt,spender,,,,constoffeler,,,148,1,14
14,aves_aa_4R_1417_0014,1417,conseiller_des_constaffel,Bere von Heiligenstein,behremann,"heiligenstein, von",,,,constoffeler,,,148,1,15
15,aves_aa_4R_1417_0015,1417,conseiller_des_constaffel,Hetzel Rebstock,hetzel,rebestock,,,,constoffeler,,,148,1,16
16,aves_aa_4R_1417_0016,1417,conseiller_des_constaffel,Peter Bluͤmel,peter,blumelin,,,,constoffeler,,,148,1,17
17,aves_aa_4R_1417_0017,1417,conseiller_des_constaffel,Hug von Cuͤnheim,hug,"kühnheim, von",,,,constoffeler,,,148,1,18
18,aves_aa_4R_1417_0018,1417,conseiller_des_constaffel,Heinrich Swarber,heinrich,schwarber,,,,constoffeler,,,148,1,19
19,aves_aa_4R_1417_0019,1417,conseiller_des_constaffel,Wernher Sturm,wernher,sturm,,,,constoffeler,,,148,1,20
20,aves_aa_4R_1417_0020,1417,conseiller_des_constaffel,Claus von Heiligenstein,claus,"heiligenstein, von",,,,constoffeler,,,148,1,21
21,aves_aa_4R_1417_0021,1417,conseiller_des_constaffel,Ruther Voͤrster,ruther,förster,,,,constoffeler,,,148,1,22
