,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1431_0001,1431,stettmeister,her Johanns Zorn genant von Eckerich ritter,johanns,zorn,"eckerich, von",,"['her', 'ritter']",constoffeler,,,162,1,1
2,aves_aa_4R_1431_0002,1431,stettmeister,her Uͦlrich Loͤsel ritter,ulrich,löselin,,,"['her', 'ritter']",constoffeler,,,162,1,2
3,aves_aa_4R_1431_0003,1431,stettmeister,her Adam Bock,adam,bock,,,['her'],constoffeler,,,162,1,3
4,aves_aa_4R_1431_0004,1431,stettmeister,her Claus Erlin,claus,erlin,,,['her'],constoffeler,,,162,1,4
5,aves_aa_4R_1431_0005,1431,ammeister,her Johanns Staheler der                      ammeister,johanns,stacheler,,,"['her', 'ammeister']",echevinat,,,162,1,5
6,aves_aa_4R_1431_0006,1431,conseiller_des_constaffel,her Johanns Sturm von Sturmeck,johanns,sturm,"sturmeck, von",,['her'],constoffeler,,,162,1,6
7,aves_aa_4R_1431_0007,1431,conseiller_des_constaffel,her Walther Spiegel,walther,spiegel,,,['her'],constoffeler,,,162,1,7
8,aves_aa_4R_1431_0008,1431,conseiller_des_constaffel,"her Ulrich Bock, Peter Box seligen sun",ulrich,bock,,,['her'],constoffeler,,,162,1,8
9,aves_aa_4R_1431_0009,1431,conseiller_des_constaffel,her Hanns Humbreht,johanns,humbrecht,,,['her'],constoffeler,,,162,1,9
10,aves_aa_4R_1431_0010,1431,conseiller_des_constaffel,"Hanns von Mùlnheim, Ottemans seligen sun",johanns,"müllenheim, von",,,,constoffeler,,,162,1,10
11,aves_aa_4R_1431_0011,1431,conseiller_des_constaffel,Arbgast von Kageneck,arbogast,"kageneck, von",,,,constoffeler,,,162,1,11
12,aves_aa_4R_1431_0012,1431,conseiller_des_constaffel,Heinrich Engelbreht,heinrich,engelbrecht,,,,constoffeler,,,162,1,12
13,aves_aa_4R_1431_0013,1431,conseiller_des_constaffel,Jacob Tùtschman,jacob,deutschmann,,,,constoffeler,,,162,1,13
