,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1435_0001,1435,stettmeister,her Hanns Zorn von Eckerich ritter,johanns,zorn,"eckerich, von",,"['her', 'ritter']",constoffeler,,,166,1,1
2,aves_aa_4R_1435_0002,1435,stettmeister,her Hanns Sturm von Sturmeck,johanns,sturm,"sturmeck, von",,['her'],constoffeler,,,166,1,2
3,aves_aa_4R_1435_0003,1435,stettmeister,her Reimbolt Spender XIII,reimbolt,spender,,,"['her', 'XIII']",constoffeler,,,166,1,3
4,aves_aa_4R_1435_0004,1435,stettmeister,"her Hanns von Mùlnheim, Ottemans seligen sun",johanns,"müllenheim, von",,,['her'],constoffeler,,,166,1,4
5,aves_aa_4R_1435_0005,1435,ammeister,her Hanns Gerbot der ammeister,johanns,gerbot,,,"['her', 'ammeister']",echevinat,,,166,1,5
6,aves_aa_4R_1435_0006,1435,conseiller_des_constaffel,her Uͦlrich Loͤsel ritter,ulrich,löselin,,,"['her', 'ritter']",constoffeler,,,166,1,6
7,aves_aa_4R_1435_0007,1435,conseiller_des_constaffel,her Walther Spiegel,walther,spiegel,,,['her'],constoffeler,,,166,1,7
8,aves_aa_4R_1435_0008,1435,conseiller_des_constaffel,her Hanns Balthazar von Endingen,johanns-balthazar,"endingen, von",,,['her'],constoffeler,,,166,1,8
9,aves_aa_4R_1435_0009,1435,conseiller_des_constaffel,her Claus Lentzel XIII,claus,lentzelin,,,"['her', 'XIII']",constoffeler,,,166,1,9
10,aves_aa_4R_1435_0010,1435,conseiller_des_constaffel,her Uͦlrich Bock,ulrich,bock,,,['her'],constoffeler,,,166,1,10
11,aves_aa_4R_1435_0011,1435,conseiller_des_constaffel,her Hannß Conrat Bock,johanns-konrat,bock,,,['her'],constoffeler,,,166,1,11
12,aves_aa_4R_1435_0012,1435,conseiller_des_constaffel,her Claus Erlin,claus,erlin,,,['her'],constoffeler,,,166,1,12
13,aves_aa_4R_1435_0013,1435,conseiller_des_constaffel,Hannsheinrich Hùffel,johanns-heinrich,hüffelin,,,,constoffeler,,,166,1,13
14,aves_aa_4R_1435_0014,1435,conseiller_des_constaffel,Clausfridrich Bùhssener,claus-friedrich,büchsener,,,,constoffeler,,,166,1,14
15,aves_aa_4R_1435_0015,1435,conseiller_des_constaffel,Bernhart Mùrsel,bernhart,mürsel,,,,constoffeler,,,166,1,15
16,aves_aa_4R_1435_0016,1435,conseiller_des_marchands,Heinrich Slemppe,heinrich,schlempe,,,,echevinat,corporation_des_marchands,,166,1,16
