,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1421_0001,1421,stettmeister,her Peter Bluͤmelin,peter,blumelin,,,['her'],constoffeler,,,152,1,1
2,aves_aa_4R_1421_0002,1421,stettmeister,her Walther von Mùlnheim,walther,"müllenheim, von",,,['her'],constoffeler,,,152,1,2
3,aves_aa_4R_1421_0003,1421,stettmeister,her Johanns Rebstock,johanns,rebestock,,,['her'],constoffeler,,,152,1,3
4,aves_aa_4R_1421_0004,1421,stettmeister,her Claus Gerbot,claus,gerbot,,,['her'],constoffeler,,,152,1,4
5,aves_aa_4R_1421_0005,1421,ammeister,her Johanns Betscholt der                      ammeister,johanns,bechtolt,,,"['her', 'ammeister']",echevinat,,,152,1,5
6,aves_aa_4R_1421_0006,1421,conseiller_des_constaffel,her Bere von Heiligenstein,behremann,"heiligenstein, von",,,['her'],constoffeler,,,152,1,6
7,aves_aa_4R_1421_0007,1421,conseiller_des_constaffel,her Walther Buman,walther,bauman,,,['her'],constoffeler,,,152,1,7
8,aves_aa_4R_1421_0008,1421,conseiller_des_constaffel,Wernlin Sturm,wernher,sturm,,,,constoffeler,,,152,1,8
9,aves_aa_4R_1421_0009,1421,conseiller_des_constaffel,Bernhart Bock,bernhart,bock,,,,constoffeler,,,152,1,9
10,aves_aa_4R_1421_0010,1421,conseiller_des_constaffel,Walther Spiegel,walther,spiegel,,,,constoffeler,,,152,1,10
11,aves_aa_4R_1421_0011,1421,conseiller_des_constaffel,Hanns Hesse,johanns,hesse,,,,constoffeler,,,152,1,11
12,aves_aa_4R_1421_0012,1421,conseiller_des_constaffel,Heinrich Bertsch,heinrich,bertsch,,,,constoffeler,,,152,1,12
13,aves_aa_4R_1421_0013,1421,conseiller_des_constaffel,Hanns von Wintertur,johanns,"winterthur, von",,,,constoffeler,,,152,1,13
14,aves_aa_4R_1421_0014,1421,conseiller_des_constaffel,Peter Berer,peter,berer,,,,constoffeler,,,152,1,14
15,aves_aa_4R_1421_0015,1421,conseiller_des_constaffel,Wolffhelm Bock,wolffhelm,bock,,,,constoffeler,,,152,1,15
16,aves_aa_4R_1421_0016,1421,conseiller_des_constaffel,Hesseman Hesse,hessemann,hesse,,,,constoffeler,,,152,1,16
17,aves_aa_4R_1421_0017,1421,conseiller_des_marchands,Jacob Landolff,jacob,landolff,,,,echevinat,corporation_des_marchands,,152,1,17
18,aves_aa_4R_1421_0018,1421,conseiller_des_boulangers,Hanns Schoͤublin,johanns,scheubelin,,,,echevinat,corporation_des_boulangers,,152,1,18
19,aves_aa_4R_1421_0019,1421,conseiller_des_bouchers,Hanns Kalt,johanns,kalt,,,,echevinat,corporation_des_bouchers,,152,1,19
20,aves_aa_4R_1421_0020,1421,conseiller_des_drapiers,Uͦlrich Zirzer,ulrich,zirtzer,,,,echevinat,corporation_des_drapiers,,152,1,20
21,aves_aa_4R_1421_0021,1421,conseiller_des_tonneliers,Hanns von Wilgotheim,johanns,"willgottheim, von",,,,echevinat,corporation_des_tonneliers,,152,1,21
22,aves_aa_4R_1421_0022,1421,conseiller_des_tanneurs,her Claus Gerbot,claus,gerbot,,,['her'],echevinat,corporation_des_tanneurs,,152,1,22
23,aves_aa_4R_1421_0023,1421,conseiller_des_cabaretiers,Hanns Dentener,johanns,dentener,,,,echevinat,corporation_des_cabaretiers,,152,1,23
24,aves_aa_4R_1421_0024,1421,conseiller_des_maçons,Erhart Kindelin,erhart,kindelin,,,,echevinat,corporation_des_maçons,,152,1,24
