,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1455_0001,1455,stettmeister,her Claus Zorn von Buͦlach,claus,zorn,"bülach, von",,['her'],constoffeler,,,186,1,1
2,aves_aa_4R_1455_0002,1455,stettmeister,her Diebolt von Mùlnheim ritter,diebolt,"müllenheim, von",,,"['her', 'ritter']",constoffeler,,,186,1,2
3,aves_aa_4R_1455_0003,1455,stettmeister,her Ludwig von Mùlnheim ritter,ludwig,"müllenheim, von",,,"['her', 'ritter']",constoffeler,,,186,1,3
4,aves_aa_4R_1455_0004,1455,stettmeister,her Hannßconrat Bock,johanns-konrat,bock,,,['her'],constoffeler,,,186,1,4
5,aves_aa_4R_1455_0005,1455,ammeister,her Conrat Armbruster der ammeister und als der                         im jare starp,konrat,armbruster,,,"['her', 'ammeister']",echevinat,,,186,1,5
6,aves_aa_4R_1455_0006,1455,ammeister,her Wilhelm Betscholt der                      ammeister,wilhelm,bechtolt,,,"['her', 'ammeister']",echevinat,,,186,1,5
7,aves_aa_4R_1455_0007,1455,conseiller_des_constaffel,Berhtolt Zorn genant Schultheis,bechtolt,zorn,schultheiss,,,constoffeler,,,186,1,6
8,aves_aa_4R_1455_0008,1455,conseiller_des_constaffel,her Hanns von Mùlnheim genant                         Hiltbrant,johanns,"müllenheim, von",hiltebrant,,['her'],constoffeler,,,186,1,7
9,aves_aa_4R_1455_0009,1455,conseiller_des_constaffel,her Dietrich Burggraf,dietrich,burggraf,,,['her'],constoffeler,,,186,1,8
10,aves_aa_4R_1455_0010,1455,conseiller_des_constaffel,Heinrich Zorn genant Lappe,heinrich,zorn,lapp,,,constoffeler,,,186,1,9
11,aves_aa_4R_1455_0011,1455,conseiller_des_constaffel,her Claus Lentzel,claus,lentzelin,,,['her'],constoffeler,,,186,1,10
12,aves_aa_4R_1455_0012,1455,conseiller_des_constaffel,her Bernhart Mùrsel,bernhart,mürsel,,,['her'],constoffeler,,,186,1,11
13,aves_aa_4R_1455_0013,1455,conseiller_des_constaffel,her Hanns Elhart der jung,johanns,ellenhart,,der junge,['her'],constoffeler,,,186,1,12
14,aves_aa_4R_1455_0014,1455,conseiller_des_constaffel,Claus Spender,claus,spender,,,,constoffeler,,,186,1,13
15,aves_aa_4R_1455_0015,1455,conseiller_des_constaffel,Fridrich Sturm,friedrich,sturm,,,,constoffeler,,,186,1,14
16,aves_aa_4R_1455_0016,1455,conseiller_des_constaffel,Reimbolt zuͦm Trùbel,reimbolt,"trübel, zum",,,,constoffeler,,,186,1,15
17,aves_aa_4R_1455_0017,1455,conseiller_des_marchands,Peter Arge,peter,arge,,,,echevinat,corporation_des_marchands,,186,1,16
18,aves_aa_4R_1455_0018,1455,conseiller_des_boulangers,Uͦlrich Bùrer,ulrich,burer,,,,echevinat,corporation_des_boulangers,,186,1,17
19,aves_aa_4R_1455_0019,1455,conseiller_des_bouchers,Gotze Offemburg,götze,offenburg,,,,echevinat,corporation_des_bouchers,,186,1,18
20,aves_aa_4R_1455_0020,1455,conseiller_des_tonneliers,Syfrit Pfaffenheim,sifrit,pfaffenheim,,,,echevinat,corporation_des_tonneliers,,186,1,19
21,aves_aa_4R_1455_0021,1455,conseiller_des_drapiers,Steffan Wynngersheim,stefan,wingersheim,,,,echevinat,corporation_des_drapiers,,186,1,20
22,aves_aa_4R_1455_0022,1455,conseiller_des_tanneurs,Hanns Vendenheim,johanns,vendenheim,,,,echevinat,corporation_des_tanneurs,,186,1,21
23,aves_aa_4R_1455_0023,1455,conseiller_des_cabaretiers,Jacob Friburger,jacob,freiburger,,,,echevinat,corporation_des_cabaretiers,,186,1,22
24,aves_aa_4R_1455_0024,1455,conseiller_des_maçons,Engelhart Boͤsch,engelhart,bösch,,,,echevinat,corporation_des_maçons,,186,1,23
25,aves_aa_4R_1455_0025,1455,conseiller_des_forgerons,her Heinrich Meyer,heinrich,meiger,,,['her'],echevinat,corporation_des_forgerons,,186,1,24
26,aves_aa_4R_1455_0026,1455,conseiller_des_tailleurs,Syfrit Zerig,sifrit,zerig,,,,echevinat,corporation_des_tailleurs,,186,1,25
