,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1419_0001,1419,stettmeister,her Andres Wirich,andres,wirich,,,['her'],constoffeler,,,150,1,1
2,aves_aa_4R_1419_0002,1419,stettmeister,her Heinrich von Mùlnheim von Landesperg ritter,heinrich,"müllenheim, von","landsberg, von",,"['her', 'ritter']",constoffeler,,,150,1,2
3,aves_aa_4R_1419_0003,1419,stettmeister,her Reimbolt Spender,reimbolt,spender,,,['her'],constoffeler,,,150,1,3
4,aves_aa_4R_1419_0004,1419,stettmeister,her Walther Buman,walther,bauman,,,['her'],constoffeler,,,150,1,4
5,aves_aa_4R_1419_0005,1419,ammeister,her Ruͤllin Barpfennig der                      ammeister,ruhlemann,barpfennig,,,"['her', 'ammeister']",echevinat,,,150,1,5
6,aves_aa_4R_1419_0006,1419,conseiller_des_constaffel,her Johanns Zorn von Eckenrich ritter,johanns,zorn,"eckerich, von",,"['her', 'ritter']",constoffeler,,,150,1,6
7,aves_aa_4R_1419_0007,1419,conseiller_des_constaffel,her Uͦlrich Loͤsel ritter,ulrich,löselin,,,"['her', 'ritter']",constoffeler,,,150,1,7
8,aves_aa_4R_1419_0008,1419,conseiller_des_constaffel,her Johanns ruͦdolff von Endingen ritter,johanns-rudolff,"endingen, von",,,"['her', 'ritter']",constoffeler,,,150,1,8
9,aves_aa_4R_1419_0009,1419,conseiller_des_constaffel,Reimbolt Wetzel der eilter,reimbolt,wetzel,,,,constoffeler,,,150,1,9
10,aves_aa_4R_1419_0010,1419,conseiller_des_constaffel,Walther von Mùlnheim der eilter,walther,"müllenheim, von",,,,constoffeler,,,150,1,10
11,aves_aa_4R_1419_0011,1419,conseiller_des_constaffel,Hanns Ludwig von Kageneck,johanns-ludwig,"kageneck, von",,,,constoffeler,,,150,1,11
12,aves_aa_4R_1419_0012,1419,conseiller_des_constaffel,Behtolt Zorn Schultheiss,bechtolt,zorn,schultheiss,,,constoffeler,,,150,1,12
13,aves_aa_4R_1419_0013,1419,conseiller_des_constaffel,Heinrich Engelbreht,heinrich,engelbrecht,,,,constoffeler,,,150,1,13
14,aves_aa_4R_1419_0014,1419,conseiller_des_constaffel,Bere von Heiligenstein,behremann,"heiligenstein, von",,,,constoffeler,,,150,1,14
15,aves_aa_4R_1419_0015,1419,conseiller_des_constaffel,Peter Bluͤmelin,peter,blumelin,,,,constoffeler,,,150,1,15
16,aves_aa_4R_1419_0016,1419,conseiller_des_constaffel,"Uͦlrich Bock, Uͦlrichs seligen sun",ulrich,bock,,,,constoffeler,,,150,1,16
17,aves_aa_4R_1419_0017,1419,conseiller_des_constaffel,Jacob Mansse,jacob,manse,,,,constoffeler,,,150,1,17
18,aves_aa_4R_1419_0018,1419,conseiller_des_constaffel,Hanns Rebstock inn Mùnster gasse,johanns,rebestock,"münstergasse, in",,,constoffeler,,,150,1,18
19,aves_aa_4R_1419_0019,1419,conseiller_des_constaffel,Wernher Sturm,wernher,sturm,,,,constoffeler,,,150,1,19
20,aves_aa_4R_1419_0020,1419,conseiller_des_constaffel,Claus von Heiligenstein,claus,"heiligenstein, von",,,,constoffeler,,,150,1,20
21,aves_aa_4R_1419_0021,1419,conseiller_des_constaffel,Ruther Voͤrster,ruther,förster,,,,constoffeler,,,150,1,21
22,aves_aa_4R_1419_0022,1419,conseiller_des_constaffel,Hanns Elhart,johanns,ellenhart,,,,constoffeler,,,150,1,22
23,aves_aa_4R_1419_0023,1419,conseiller_des_constaffel,"Hanns Hesse, Hesseman Hessen seligen sun",johanns,hesse,,,,constoffeler,,,150,1,23
24,aves_aa_4R_1419_0024,1419,conseiller_des_constaffel,Claus Berer,claus,berer,,,,constoffeler,,,150,1,24
25,aves_aa_4R_1419_0025,1419,conseiller_des_constaffel,Hanns zuͦm Truͦbel,johanns,"trübel, zum",,,,constoffeler,,,150,1,25
26,aves_aa_4R_1419_0026,1419,conseiller_des_constaffel,Hanns Humbreht,johanns,humbrecht,,,,constoffeler,,,150,1,26
27,aves_aa_4R_1419_0027,1419,conseiller_des_constaffel,Hesseman von Goͦudertheim,hessemann,"geudertheim, von",,,,constoffeler,,,150,1,27
28,aves_aa_4R_1419_0028,1419,conseiller_des_constaffel,Wolffhelm Bock,wolffhelm,bock,,,,constoffeler,,,150,1,28
29,aves_aa_4R_1419_0029,1419,conseiller_des_constaffel,Hanns Mursel,johanns,mürsel,,,,constoffeler,,,150,1,29
30,aves_aa_4R_1419_0030,1419,conseiller_des_marchands,Hanns Pfettesheim der eilter,johanns,pfettisheim,,,,echevinat,corporation_des_marchands,,150,1,30
31,aves_aa_4R_1419_0031,1419,conseiller_des_boulangers,Wernlin von Hagenowe,wernher,"hagenau, von",,,,echevinat,corporation_des_boulangers,,150,1,31
32,aves_aa_4R_1419_0032,1419,conseiller_des_bouchers,Johanns Betscholt,johanns,bechtolt,,,,echevinat,corporation_des_bouchers,,150,1,32
33,aves_aa_4R_1419_0033,1419,conseiller_des_drapiers,her Johanns Heilman,johanns,heilmann,,,['her'],echevinat,corporation_des_drapiers,,150,1,33
34,aves_aa_4R_1419_0034,1419,conseiller_des_tonneliers,Claus von Goͤffede,claus,"göffde, von",,,,echevinat,corporation_des_tonneliers,,150,1,34
35,aves_aa_4R_1419_0035,1419,conseiller_des_tanneurs,Uͦlrich von Isenhusen,ulrich,"issenhausen, von",,,,echevinat,corporation_des_tanneurs,,150,1,35
36,aves_aa_4R_1419_0036,1419,conseiller_des_cabaretiers,Claus von Eckboltzheim,claus,"eckboltzheim, von",,,,echevinat,corporation_des_cabaretiers,,150,2,1
37,aves_aa_4R_1419_0037,1419,conseiller_des_maçons,Hanns Ganser,johanns,ganser,,,,echevinat,corporation_des_maçons,,150,2,2
38,aves_aa_4R_1419_0038,1419,conseiller_des_forgerons,Steffan Sporer,stefan,sporer,,,,echevinat,corporation_des_forgerons,,150,2,3
39,aves_aa_4R_1419_0039,1419,conseiller_des_tailleurs,Leisteman,,leistmann,,,,echevinat,corporation_des_tailleurs,,150,2,4
40,aves_aa_4R_1419_0040,1419,conseiller_des_bateliers,Claus Meyer,claus,meiger,,,,echevinat,corporation_des_bateliers,,150,2,5
41,aves_aa_4R_1419_0041,1419,conseiller_des_pelletiers,Hanns Rinowe,johanns,rhinau,,,,echevinat,corporation_des_pelletiers,,150,2,6
42,aves_aa_4R_1419_0042,1419,conseiller_des_charpentiers,Fritsch Lange der holtzman,fritsch,lang,,,['holtzman'],echevinat,corporation_des_charpentiers,,150,2,7
43,aves_aa_4R_1419_0043,1419,conseiller_des_crieurs_et_mesureurs_de_vin,Adam Beldeck,adam,beildeck,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,150,2,8
44,aves_aa_4R_1419_0044,1419,conseiller_des_cordonniers,Oberlin Pfluͤger,oberlin,pfluger,,,,echevinat,corporation_des_cordonniers,,150,2,9
45,aves_aa_4R_1419_0045,1419,conseiller_des_orfevres,Hanns Staheler,johanns,stacheler,,,,echevinat,corporation_des_orfevres,,150,2,10
46,aves_aa_4R_1419_0046,1419,conseiller_des_marchands_de_grains,Claus Melbruͤ,claus,melbrühe,,,,echevinat,corporation_des_marchands_de_grains,,150,2,11
47,aves_aa_4R_1419_0047,1419,conseiller_des_jardiniers,Behtolt Goͤtze,bechtolt,götze,,,,echevinat,corporation_des_jardiniers,,150,2,12
48,aves_aa_4R_1419_0048,1419,conseiller_des_pêcheurs,Cuͦntz Moͤnchel,küntz,mönchelin,,,,echevinat,corporation_des_pêcheurs,,150,2,13
49,aves_aa_4R_1419_0049,1419,conseiller_des_barbiers_et_baigneurs,Hanns Flach,johanns,flach,,,,echevinat,corporation_des_barbiers_et_baigneurs,,150,2,14
50,aves_aa_4R_1419_0050,1419,conseiller_des_sauniers,Conrat Riser,konrat,risser,,,,echevinat,corporation_des_sauniers,,150,2,15
51,aves_aa_4R_1419_0051,1419,conseiller_des_tisserands,Conrat Ingenheim,konrat,ingenheim,,,,echevinat,corporation_des_tisserands,,150,2,16
52,aves_aa_4R_1419_0052,1419,conseiller_des_gourmets_et_courtiers,Michel Kitzelheim der jung,michel,kutteltzheim,,der junge,,echevinat,corporation_des_gourmets_et_courtiers,,150,2,17
53,aves_aa_4R_1419_0053,1419,conseiller_des_charrons,her Hug Dritzehen,hug,dreitzehn,,,['her'],echevinat,corporation_des_charrons,,150,2,18
54,aves_aa_4R_1419_0054,1419,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns Giger,johanns,giger,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,150,2,19
55,aves_aa_4R_1419_0055,1419,conseiller_des_coltineurs_de_tonneaux,Claus Voltz,claus,voltz,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,150,2,20
56,aves_aa_4R_1419_0056,1419,conseiller_des_constructeurs_de_bateaux,Leonhardt Bobst,lienhart,bobst,,,,echevinat,corporation_des_constructeurs_de_bateaux,,150,2,21
57,aves_aa_4R_1419_0057,1419,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Burckart von Buhswilre,burkhart,"buchswiller, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,150,2,22
