id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
aves_aa_4R_1449_0001,1449,stettmeister,her Ruͦdolff Zorn von Buͦlach ritter,rudolff,zorn,"bülach, von",,"['her', 'ritter']",constoffeler,,,180,,1
aves_aa_4R_1449_0002,1449,stettmeister,her Burckart von Mùlnheim ritter,burkhart,"müllenheim, von",,,"['her', 'ritter']",constoffeler,,,180,,2
aves_aa_4R_1449_0003,1449,stettmeister,her Hannßconrat Bock,johanns-konrat,bock,,,['her'],constoffeler,,,180,,3
aves_aa_4R_1449_0004,1449,stettmeister,her Hanns Elhart der jung,johanns,ellenhart,,der junge,['her'],constoffeler,,,180,,4
aves_aa_4R_1449_0005,1449,ammeister,her Leonhart Trachenfeils der ammeister,lienhart,trachenfeils,,,"['her', 'ammeister']",echevinat,,,180,,5
aves_aa_4R_1449_0006,1449,conseiller_des_constaffel,her Hannsheinrich Hùffel,johanns-heinrich,hüffelin,,,['her'],constoffeler,,,180,,6
aves_aa_4R_1449_0007,1449,conseiller_des_constaffel,her Claus Lentzel,claus,lentzelin,,,['her'],constoffeler,,,180,,7
aves_aa_4R_1449_0008,1449,conseiller_des_constaffel,her Bernhart Mùrsel,bernhart,mürsel,,,['her'],constoffeler,,,180,,8
aves_aa_4R_1449_0009,1449,conseiller_des_constaffel,her Hanns von Mùlnheim genant Hiltbrant,johanns,"müllenheim, von",hiltebrant,,['her'],constoffeler,,,180,,9
aves_aa_4R_1449_0010,1449,conseiller_des_constaffel,her Dietrich Burggraf,dietrich,burggraf,,,['her'],constoffeler,,,180,,10
aves_aa_4R_1449_0011,1449,conseiller_des_constaffel,Berhtolt Zorn genant Schultheiss,bechtolt,zorn,schultheiss,,,constoffeler,,,180,,11
aves_aa_4R_1449_0012,1449,conseiller_des_constaffel,Claus Boͤckel,claus,böckel,,,,constoffeler,,,180,,12
aves_aa_4R_1449_0013,1449,conseiller_des_constaffel,Joͤrg Berer,jerge,berer,,,,constoffeler,,,180,,13
aves_aa_4R_1449_0014,1449,conseiller_des_constaffel,Thoman Pfaffenlap,thoman,pfaffenlapp,,,,constoffeler,,,180,,14
aves_aa_4R_1449_0015,1449,conseiller_des_constaffel,Hanns Blenckel,johanns,blenckel,,,,constoffeler,,,180,,15
aves_aa_4R_1449_0016,1449,conseiller_des_marchands,Bernhart Wurmsser,bernhart,wormser,,,,echevinat,corporation_des_marchands,,180,,16
aves_aa_4R_1449_0017,1449,conseiller_des_boulangers,Walther Dùrre,walther,dürr,,,,echevinat,corporation_des_boulangers,,180,,17
aves_aa_4R_1449_0018,1449,conseiller_des_bouchers,Voltz Wurmsser,völtz,wormser,,,,echevinat,corporation_des_bouchers,,180,,18
aves_aa_4R_1449_0019,1449,conseiller_des_tonneliers,Wernlin an steinstrasse,wernher,,"steinstrasse, an der",,,echevinat,corporation_des_tonneliers,,180,,19
aves_aa_4R_1449_0020,1449,conseiller_des_drapiers,her Conrat Armbruster altammeister,konrat,armbruster,,,"['her', 'altammeister']",echevinat,corporation_des_drapiers,,180,,20
