,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
1,aves_aa_4R_1412_0001,1412,stettmeister,her Claus Zorn Schultheis ritter,claus,zorn,schultheiss,,"['her', 'ritter']",constoffeler,,,143,1,1
2,aves_aa_4R_1412_0002,1412,stettmeister,her Uͦlrich Bock der jung,ulrich,bock,,der junge,['her'],constoffeler,,,143,1,2
3,aves_aa_4R_1412_0003,1412,stettmeister,her Conrat zuͦm Ruͦst,konrat,,"rust, zum",,['her'],constoffeler,,,143,1,3
4,aves_aa_4R_1412_0004,1412,stettmeister,her Claus Merswin,claus,merswin,,,['her'],constoffeler,,,143,1,4
5,aves_aa_4R_1412_0005,1412,ammeister,her Johanns Meyer der ammeister,johanns,meiger,,,"['her', 'ammeister']",echevinat,,,143,1,5
6,aves_aa_4R_1412_0006,1412,conseiller_des_constaffel,her Reimbolt Lappe ritter,reimbolt,,lapp,,"['her', 'ritter']",constoffeler,,,143,1,6
7,aves_aa_4R_1412_0007,1412,conseiller_des_constaffel,her Wilhelm Cloblouch ritter,wilhelm,klobelouch,,,"['her', 'ritter']",constoffeler,,,143,1,7
8,aves_aa_4R_1412_0008,1412,conseiller_des_constaffel,her Claus von Westhus ritter,claus,"westhus, von",,,"['her', 'ritter']",constoffeler,,,143,1,8
9,aves_aa_4R_1412_0009,1412,conseiller_des_constaffel,her Reimbolt Wetzel,reimbolt,wetzel,,,['her'],constoffeler,,,143,1,9
10,aves_aa_4R_1412_0010,1412,conseiller_des_constaffel,her Wilhelm von Mùlnheim,wilhelm,"müllenheim, von",,,['her'],constoffeler,,,143,1,10
11,aves_aa_4R_1412_0011,1412,conseiller_des_constaffel,Claus Friderich,claus,friedrich,,,,constoffeler,,,143,1,11
12,aves_aa_4R_1412_0012,1412,conseiller_des_constaffel,Reimbolt Cloͤblouch,reimbolt,klobelouch,,,,constoffeler,,,143,1,12
13,aves_aa_4R_1412_0013,1412,conseiller_des_constaffel,Otteman von Mùlnheim,ottemann,"müllenheim, von",,,,constoffeler,,,143,1,13
14,aves_aa_4R_1412_0014,1412,conseiller_des_constaffel,Werlin Hùffelin,wernher,hüffelin,,,,constoffeler,,,143,1,14
15,aves_aa_4R_1412_0015,1412,conseiller_des_constaffel,Bartholomeus von Mùlnheim,bartholomeus,"müllenheim, von",,,,constoffeler,,,143,1,15
16,aves_aa_4R_1412_0016,1412,conseiller_des_constaffel,her Johanns Bock,johanns,bock,,,['her'],constoffeler,,,143,1,16
17,aves_aa_4R_1412_0017,1412,conseiller_des_constaffel,her Hug Voͤltsche,hug,völtsch,,,['her'],constoffeler,,,143,1,17
18,aves_aa_4R_1412_0018,1412,conseiller_des_constaffel,her Hetzel Rebestock,hetzel,rebestock,,,['her'],constoffeler,,,143,1,18
19,aves_aa_4R_1412_0019,1412,conseiller_des_constaffel,Götze von Heiligenstein,götze,"heiligenstein, von",,,,constoffeler,,,143,1,19
20,aves_aa_4R_1412_0020,1412,conseiller_des_constaffel,Heintzman Gùrteler,heintz,gürteler,,,,constoffeler,,,143,1,20
21,aves_aa_4R_1412_0021,1412,conseiller_des_constaffel,Fridrich Zorn von Epffich,friedrich,zorn,"epfig, von",,,constoffeler,,,143,1,21
22,aves_aa_4R_1412_0022,1412,conseiller_des_constaffel,Johanns Peterlin,johanns,peterlin,,,,constoffeler,,,143,1,22
23,aves_aa_4R_1412_0023,1412,conseiller_des_constaffel,Hanman Goͤudertheim,hannemann,geudertheim,,,,constoffeler,,,143,1,23
24,aves_aa_4R_1412_0024,1412,conseiller_des_constaffel,Johanns Pfettesheim,johanns,pfettisheim,,,,constoffeler,,,143,1,24
25,aves_aa_4R_1412_0025,1412,conseiller_des_constaffel,Hanns von Wintertur,johanns,"winterthur, von",,,,constoffeler,,,143,1,25
26,aves_aa_4R_1412_0026,1412,conseiller_des_constaffel,Ruther Foͤrster,ruther,förster,,,,constoffeler,,,143,1,26
27,aves_aa_4R_1412_0027,1412,conseiller_des_constaffel,Cuͦne zuͦm Truͦbel,kühne,"trübel, zum",,,,constoffeler,,,143,1,27
28,aves_aa_4R_1412_0028,1412,conseiller_des_constaffel,Jacob Mansse,jacob,manse,,,,constoffeler,,,143,1,28
29,aves_aa_4R_1412_0029,1412,conseiller_des_constaffel,Johanns von Heiligenstein der jung,johanns,"heiligenstein, von",,der junge,,constoffeler,,,143,1,29
30,aves_aa_4R_1412_0030,1412,conseiller_des_marchands,Erhart von Rotwil,erhart,"rottweil, von",,,,echevinat,corporation_des_marchands,,143,1,30
31,aves_aa_4R_1412_0031,1412,conseiller_des_boulangers,Jacob Herman,jacob,hermann,,,,echevinat,corporation_des_boulangers,,143,1,31
32,aves_aa_4R_1412_0032,1412,conseiller_des_bouchers,Hanns Berse,johanns,berse,,,,echevinat,corporation_des_bouchers,,143,1,32
