id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
aves_aa_4R_1437_0001,1437,stettmeister,her Johanns Zorn von Eckerich,johanns,zorn,"eckerich, von",,['her'],constoffeler,,,168,,1
aves_aa_4R_1437_0002,1437,stettmeister,her Claus Lentzel XIII,claus,lentzelin,,,"['her', 'XIII']",constoffeler,,,168,,2
aves_aa_4R_1437_0003,1437,stettmeister,her Reimbolt Spender XIII,reimbolt,spender,,,"['her', 'XIII']",constoffeler,,,168,,3
aves_aa_4R_1437_0004,1437,stettmeister,her Clausfridrich Bùhssener,claus-friedrich,büchsener,,,['her'],constoffeler,,,168,,4
aves_aa_4R_1437_0005,1437,ammeister,her Leonhart Trachenfeils der ammeister,lienhart,trachenfeils,,,"['her', 'ammeister']",echevinat,,,168,,5
aves_aa_4R_1437_0006,1437,conseiller_des_constaffel,her Thoman von Kageneck XIII,thoman,"kageneck, von",,,"['her', 'XIII']",constoffeler,,,168,,6
aves_aa_4R_1437_0007,1437,conseiller_des_constaffel,"her Hanns von Mùlnheim, Ottemans sun",johanns,"müllenheim, von",,,['her'],constoffeler,,,168,,7
aves_aa_4R_1437_0008,1437,conseiller_des_constaffel,her Uͦlrich Bock,ulrich,bock,,,['her'],constoffeler,,,168,,8
aves_aa_4R_1437_0009,1437,conseiller_des_constaffel,her Hannßconrat Bock,johanns-konrat,bock,,,['her'],constoffeler,,,168,,9
aves_aa_4R_1437_0010,1437,conseiller_des_constaffel,Hannsheinrich Hùffel,johanns-heinrich,hüffelin,,,,constoffeler,,,168,,10
aves_aa_4R_1437_0011,1437,conseiller_des_constaffel,Bernhart Mùrsel,bernhart,mürsel,,,,constoffeler,,,168,,11
aves_aa_4R_1437_0012,1437,conseiller_des_constaffel,Burckart Buman,burkhart,bauman,,,,constoffeler,,,168,,12
aves_aa_4R_1437_0013,1437,conseiller_des_constaffel,Hanns Elhart der jung,johanns,ellenhart,,der junge,,constoffeler,,,168,,13
aves_aa_4R_1437_0014,1437,conseiller_des_constaffel,Ludwig Pfaffenlapp,ludwig,pfaffenlapp,,,,constoffeler,,,168,,14
