,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1451,Reimbolt,Zorn,,Jung,constoffeler,,Reymbolt,zorn,,her Reymbolt Jungzorn
1,stettmeister,1451,Burkhart,"Müllenheim, von",,,constoffeler,,Burckart,von Mùlnheim,,her Burckart von Mùlnheim ritter
2,stettmeister,1451,Johanns,"Müllenheim, von",Hiltebrant,,constoffeler,,Hanns,von Mùlnheim,Hiltbrant,her Hanns von Mùlnheim Hiltbrant
3,stettmeister,1451,Johanns-Konrat,Bock,,,constoffeler,,Hannßconrat,Bock,,her Hannßconrat Bock
4,ammeister,1451,Heinrich,Meiger,,,echevinat,,Heinrich,Meỳer,,her Heinrich Meỳer der ammeister
5,conseiller_des_constaffel,1451,Johanns-Heinrich,Hüffelin,,,constoffeler,,Hannsheinrich,Hùffel,,her Hannsheinrich Hùffel
6,conseiller_des_constaffel,1451,Claus,Lentzelin,,,constoffeler,,Claus,Lentzel,,her Claus Lentzel
7,conseiller_des_constaffel,1451,Bernhart,Mürsel,,,constoffeler,,Bernhart,Mùrsel,,her Bernhart Mùrsel
8,conseiller_des_constaffel,1451,Dietrich,Burggraf,,,constoffeler,,Dietrich,Burggrave,,her Dietrich Burggrave
9,conseiller_des_constaffel,1451,Johanns,Ellenhart,,der jung,constoffeler,,Hanns,Elhart,,her Hanns Elhart der jung
10,conseiller_des_constaffel,1451,Thoman,Pfaffenlapp,,,constoffeler,,Thoman,Pfaffenlapp,,Thoman Pfaffenlapp
11,conseiller_des_constaffel,1451,Jacob,Bauman,,,constoffeler,,Jacob,Buman,,Jacob Buman
12,conseiller_des_constaffel,1451,Johanns,Blenckel,,,constoffeler,,Hanns,Blenckel,,Hanns Blenckel
13,conseiller_des_constaffel,1451,Reimbolt,"Trübel, zum",,,constoffeler,,Reimbolt,zuͦm Trùbel,,Reimbolt zuͦm Trùbel
14,conseiller_des_constaffel,1451,Ulrich,Bertsch,,,constoffeler,,Uͦlrich,Bertsch,,Uͦlrich Bertsch
15,conseiller_des_marchands,1451,Claus,Böschwiller,,,echevinat,corporation_des_marchands,Claus,Boͤschwilre,,Claus Boͤschwilre
16,conseiller_des_boulangers,1451,Claus,Linzer,,,echevinat,corporation_des_boulangers,Claus,Linser,,Claus Linser
17,conseiller_des_bouchers,1451,Claus,Nüger,,,echevinat,corporation_des_bouchers,Claus,Nùger,,Claus Nùger
18,conseiller_des_tonneliers,1451,Johanns,Dingsheim,,,echevinat,corporation_des_tonneliers,Hanns,Dùngesheim,,Hanns Dùngesheim
19,conseiller_des_drapiers,1451,Konrat,Armbruster,,,echevinat,corporation_des_drapiers,Conrat,Armbruster,,her Conrat Armbruster altammeister
20,conseiller_des_tanneurs,1451,Johanns,Vendenheim,,,echevinat,corporation_des_tanneurs,Hanns,Vendenheim,,Hanns Vendenheim
21,conseiller_des_cabaretiers,1451,Heinrich,Bisinger,,,echevinat,corporation_des_cabaretiers,Heinrich,Bisinger,,Heinrich Bisinger
22,conseiller_des_maçons,1451,Johanns,Kacheler,,,echevinat,corporation_des_maçons,Hanns,Kachler,,Hanns Kachler
23,conseiller_des_forgerons,1451,Johanns,Holniet,,,echevinat,corporation_des_forgerons,Hanns,Holnyet,,Hanns Holnyet
24,conseiller_des_tailleurs,1451,Sifrit,Zerig,,,echevinat,corporation_des_tailleurs,Syfrit,Zerig,,Syfrit Zerig
25,conseiller_des_bateliers,1451,Johanns-Jerge,Doppeler,,,echevinat,corporation_des_bateliers,Hannß Joͤrg,Doppeler,,Hannß Joͤrg Doppeler
26,conseiller_des_pelletiers,1451,Diebolt,Spirer,,,echevinat,corporation_des_pelletiers,Diebolt,Spirer,,Diebolt Spirer
27,conseiller_des_charpentiers,1451,Heinrich,Münster,,,echevinat,corporation_des_charpentiers,Heinrich,Mùnster,,Heinrich Mùnster
28,conseiller_des_crieurs_et_mesureurs_de_vin,1451,Johanns,Bosterer,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Bosterer,,Hanns Bosterer
29,conseiller_des_cordonniers,1451,Johanns,Wentscher,,,echevinat,corporation_des_cordonniers,Hanns,Wentscher,,Hanns Wentscher
30,conseiller_des_orfevres,1451,Peter,Berner,,,echevinat,corporation_des_orfevres,Peter,Berner,,Peter Berner
31,conseiller_des_marchands_de_grains,1451,Claus,Dossenheim,,,echevinat,corporation_des_marchands_de_grains,Claus,Dohssenheim,,Claus Dohssenheim
32,conseiller_des_jardiniers,1451,Johanns,Buler,,,echevinat,corporation_des_jardiniers,Hanns,Buler,,Hanns Buler
33,conseiller_des_pêcheurs,1451,Johanns,Diebolt,,,echevinat,corporation_des_pêcheurs,Hanns,Diebolt,,Hanns Diebolt
34,conseiller_des_barbiers_et_baigneurs,1451,Andres,Schiltigheim,,,echevinat,corporation_des_barbiers_et_baigneurs,Andres,Schiltingheim,,Andres Schiltingheim
35,conseiller_des_sauniers,1451,Völtz,Ostertag,,,echevinat,corporation_des_sauniers,Volmar,Ostertag,,Volmar Ostertag
36,conseiller_des_tisserands,1451,Johanns,Spiegel,,,echevinat,corporation_des_tisserands,Hanns,Spiegel,,Hanns Spiegel
37,conseiller_des_gourmets_et_courtiers,1451,Diebolt,Brant,,,echevinat,corporation_des_gourmets_et_courtiers,Diebolt,Brant,,Diebolt Brant
