,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1414,Claus,Westhus,,,constoffeler,,Claus,von Westhus,her Claus von Westhus ritter
1,stettmeister,1414,Johanns,"Müllenheim, von",,der junge,constoffeler,,Johanns,von Mùlnheim,her Johanns von Mùlnheim der junge ritter
2,stettmeister,1414,Wilhelm,Klobelouch,,,constoffeler,,Wilhelm,Klöbelouch,her Wilhelm Klöbelouch ritter
3,stettmeister,1414,Johanns,Manse,,der junge,constoffeler,,Johanns,Mansse,her Johanns Mansse der junge ritter
4,ammeister,1414,Michel,Melbrühe,,,echevinat,,Michel,Melbruͤ,her Michel Melbruͤ der ammeister
5,conseiller_des_constaffel,1414,Claus,Zorn,Schultheiss,,constoffeler,,Claus,Zorn,her Claus Zorn Schultheiss ritter
6,conseiller_des_constaffel,1414,Heintz,"Müllenheim, von",,,constoffeler,,Heintzel,von Mùlnheim,her Heintzel von Mùlnheim
7,conseiller_des_constaffel,1414,Schochmann,Mahler,,,constoffeler,,Schochman,Maler,Schochman Maler
8,conseiller_des_constaffel,1414,Reimbolt,Wetzel,,,constoffeler,,Reimbolt,Wetzel,Reimbolt Wetzel
9,conseiller_des_constaffel,1414,Ottemann,"Müllenheim, von",,,constoffeler,,Otteman,von Mùlnheim,Otteman von Mùlnheim
10,conseiller_des_constaffel,1414,Johanns-Ludwig,"Kageneck, von",,,constoffeler,,Hanns Ludwig,von Kageneck,Hanns Ludwig von Kageneck
11,conseiller_des_constaffel,1414,Thoman,"Endingen, von",,,constoffeler,,Thoman,von Endingen,Thoman von Endingen
12,conseiller_des_constaffel,1414,Johanns,Bock,,,constoffeler,,Johanns,Bock,Johanns Bock
13,conseiller_des_constaffel,1414,Claus,Merswin,,,constoffeler,,Claus,Merswin,Claus Merswin
14,conseiller_des_constaffel,1414,Hug,Völtsch,,,constoffeler,,Hug,Völtsche,Hug Völtsche
15,conseiller_des_constaffel,1414,Konrat,Pfaffenlapp,zuͦm Ruͦst,,constoffeler,,Conrat,Pfaffenlapp,Conrat Pfaffenlapp zuͦm Ruͦst
16,conseiller_des_constaffel,1414,Ulrich,Bock,,,constoffeler,,Uͦlrich,Bock,"Uͦlrich Bock, Uͦlrich Bocks seligen sun Inn Brantgasse"
17,conseiller_des_constaffel,1414,Friedrich,Zorn,von Epffich,,constoffeler,,Friderich,Zorn,Friderich Zorn von Epffich
18,conseiller_des_constaffel,1414,Johanns,Peterlin,,,constoffeler,,Johanns,Peterlin,Johanns Peterlin
19,conseiller_des_constaffel,1414,Johanns,Rebestock,,,constoffeler,,Johanns,Rebstock,Johanns Rebstock Inn mùnstergasse
20,conseiller_des_constaffel,1414,Hannemann,"Geudertheim, von",,,constoffeler,,Hanman,von Goͤndertheim,Hanman von Goͤndertheim
21,conseiller_des_constaffel,1414,Claus,"Heiligenstein, von",,,constoffeler,,Claus,von Heiligenstein,Claus von Heiligenstein
22,conseiller_des_constaffel,1414,Johanns,"Winterthur, von",,,constoffeler,,Hanns,von Wintertur,Hanns von Wintertur
23,conseiller_des_constaffel,1414,Rudolff,"Lichtenstein, von",Swenninger,,constoffeler,,Ruͦdolff,von Liehtenstein,Ruͦdolff von Liehtenstein genant Swenninger
24,conseiller_des_constaffel,1414,Claus,Berer,,,constoffeler,,Claus,Berer,Claus Berer
25,conseiller_des_constaffel,1414,Kühne,"Trübel, zum",,,constoffeler,,Cuͦne,zuͦm Truͦbel,Cuͦne zuͦm Truͦbel
26,conseiller_des_constaffel,1414,Eberhart,"Schöneck, von",,,constoffeler,,Eberlin,von Schöneck,Eberlin von Schöneck
27,conseiller_des_constaffel,1414,Peter,Mosung,,,constoffeler,,Peter,Mosung,Peter Mosung
28,conseiller_des_constaffel,1414,Claus,Deutschmann,,,constoffeler,,Claus,Dùtschman,Claus Dùtschman
29,conseiller_des_marchands,1414,Peter,Brucker,,,echevinat,corporation_des_marchands,Peter,Brucker,Peter Brucker
30,conseiller_des_boulangers,1414,Johanns,Martin,,,echevinat,corporation_des_boulangers,Hanns,Martin,Hanns Martin
31,conseiller_des_bouchers,1414,Heintz,Meister,,,echevinat,corporation_des_bouchers,Heintz,Meister,Heintz Meister
32,conseiller_des_drapiers,1414,Peter,Nussmann,,,echevinat,corporation_des_drapiers,Peter,Nùßmann,Peter Nùßmann
33,conseiller_des_tonneliers,1414,Küntz,Heimburg,,,echevinat,corporation_des_tonneliers,Cuͦntz,Heimburge,Cuͦntz Heimburge
34,conseiller_des_tanneurs,1414,Claus,Gerbot,,,echevinat,corporation_des_tanneurs,Claus,Gerbott,Claus Gerbott
35,conseiller_des_cabarretiers,1414,Johanns,Dannenfels,,,echevinat,corporation_des_cabarretiers,Hanns,Dannenfeils,Hanns Dannenfeils
36,conseiller_des_maçons,1414,Johanns,Ganser,,der eilter,echevinat,corporation_des_maçons,Hanns,Ganser,Hanns Ganser der eilter
37,conseiller_des_forgerons,1414,Stefan,Sporer,,,echevinat,corporation_des_forgerons,Steffan,Sporer,Steffan Sporer
38,conseiller_des_tailleurs,1414,Peter,Stoltz,,,echevinat,corporation_des_tailleurs,Peter,Stoltz,Peter Stoltz
