,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1464,Bechtolt,"Riet, zum",zuͦm Riet,,constoffeler,,Behtolt,Zorn,her Behtolt Zorn zuͦm Riet
1,stettmeister,1464,Ludwig,"Müllenheim, von",,,constoffeler,,Ludwig,von Mùlnheim,her Ludwig von Mùlnheim ritter
2,stettmeister,1464,Philipp,"Müllenheim, von",,,constoffeler,,Philips,von Mùlnheim,her Philips von Mùlnheim ritter
3,stettmeister,1464,Johanns-Konrat,Bock,,,constoffeler,,Hannßconrat,Bock,her Hannßconrat Bock
4,ammeister,1464,Johanns,Trachenfeils,,,echevinat,,Hanns,Trachenfeils,her Hanns Trachenfeils der ammeister
5,conseiller_des_constaffel,1464,Dietrich,Burggraf,,,constoffeler,,Dietrich,Burggraf,her Dietrich Burggraf
6,conseiller_des_constaffel,1464,Kühne,Nope,,,constoffeler,,Cuͦne,Nope,her Cuͦne Nope
7,conseiller_des_constaffel,1464,Jacob,Lentzelin,,,constoffeler,,Jacob,Lentzel,Jacob Lentzel
8,conseiller_des_constaffel,1464,Johanns,Sturm,,,constoffeler,,Hanns,Sturm,Hanns Sturm
9,conseiller_des_constaffel,1464,Stefan,Sturm,,,constoffeler,,Steffan,Sturm,Steffan Sturm
10,conseiller_des_constaffel,1464,Thoman,Büchsener,,,constoffeler,,Thoman,Bùhssener,Thoman Bùhssener
11,conseiller_des_constaffel,1464,Peter,Rebestock,,,constoffeler,,Peter,Rebstock,Peter Rebstock
12,conseiller_des_constaffel,1464,Bernhart,Bock,,,constoffeler,,Bernhart,Bock,Bernhart Bock
13,conseiller_des_constaffel,1464,Ludwig,Wolff,,,constoffeler,,Ludwig,Wolff,Ludwig Wolff
14,conseiller_des_marchands,1464,Jacob,Wormser,,,echevinat,corporation_des_marchands,Jacob,Wurmsser,her Jacob Wurmsser
15,conseiller_des_boulangers,1464,Walther,Dürr,,,echevinat,corporation_des_boulangers,Walther,Dùrre,Walther Dùrre
16,conseiller_des_bouchers,1464,Wilhelm,Bechtolt,,,echevinat,corporation_des_bouchers,Wilhelm,Betscholt,her Wilhelm Betscholt altammeister
17,conseiller_des_tonneliers,1464,Andres,Seelig,,,echevinat,corporation_des_tonneliers,Andres,Selig,Andres Selig
18,conseiller_des_drapiers,1464,Stefan,Wingersheim,,,echevinat,corporation_des_drapiers,Steffan,Wynngersheim,Steffan Wynngersheim
19,conseiller_des_tanneurs,1464,Diebolt,Reimbolt,,,echevinat,corporation_des_tanneurs,Diebolt,Reimbolt,Diebolt Reimbolt
20,conseiller_des_cabaretiers,1464,Adam,Messner,,,echevinat,corporation_des_cabaretiers,Adam,Mesener,Adam Mesener
21,conseiller_des_maçons,1464,Johanns,Kacheler,,,echevinat,corporation_des_maçons,Hanns,Kachler,Hanns Kachler
22,conseiller_des_forgerons,1464,Claus,Kniebes,,,echevinat,corporation_des_forgerons,Claus,Knyebis,Claus Knyebis
23,conseiller_des_tailleurs,1464,Johanns,Krosswiller,,,echevinat,corporation_des_tailleurs,Hanns,Croßwilre,Hanns Croßwilre
24,conseiller_des_bateliers,1464,Johanns,Lumbart,,,echevinat,corporation_des_bateliers,Hanns,Lumbart,her Hanns Lumbart altammeister
25,conseiller_des_pelletiers,1464,Walther,Vogt,,,echevinat,corporation_des_pelletiers,Walther,Vogt,Walther Vogt
26,conseiller_des_charpentiers,1464,Claus,Bösch,,,echevinat,corporation_des_charpentiers,Claus,Boͤsche,Claus Boͤsche
27,conseiller_des_crieurs_et_mesureurs_de_vin,1464,Adam,Weipolt,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Adam,Wipolt,Adam Wipolt
28,conseiller_des_cordonniers,1464,Claus,Weidlich,,,echevinat,corporation_des_cordonniers,Claus,Weidenlich,Claus Weidenlich
29,conseiller_des_orfevres,1464,Jacob,Gisebrecht,,,echevinat,corporation_des_orfevres,Jacob,Gisebreht,Jacob Gisebreht
30,conseiller_des_marchands_de_grains,1464,Claus,Dossenheim,,,echevinat,corporation_des_marchands_de_grains,Claus,Dohssenheim,Claus Dohssenheim
31,conseiller_des_jardiniers,1464,Claus,Wirich,,,echevinat,corporation_des_jardiniers,Claus,Wirich,Claus Wirich
32,conseiller_des_pêcheurs,1464,Heinrich,Metziger,,,echevinat,corporation_des_pêcheurs,Heinrich,Metziger,Heinrich Metziger
33,conseiller_des_barbiers_et_baigneurs,1464,Konrat,"Molsheim, von",,,echevinat,corporation_des_barbiers_et_baigneurs,Conrat,von Molsheim,Conrat von Molsheim
34,conseiller_des_sauniers,1464,Heinrich,Medinger,,,echevinat,corporation_des_sauniers,Heinrich,Medinger,Heinrich Medinger
35,conseiller_des_tisserands,1464,Johanns,Umb und Umb,,,echevinat,corporation_des_tisserands,Hanns,Umb und Umb,Hanns Umb und Umb
36,conseiller_des_gourmets_et_courtiers,1464,Johanns,"Odratzheim, von",,,echevinat,corporation_des_gourmets_et_courtiers,Hanns,von Odratzheim,Hanns von Odratzheim
37,conseiller_des_charrons,1464,Johanns,Spielmann,,,echevinat,corporation_des_charrons,Hanns,Spilman,Hanns Spilman
38,conseiller_des_regrattiers_cordiers_et_fruitiers,1464,Johanns,Schwencker,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Hanns,Swencker,Hanns Swencker
39,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1464,Claus,Habermüller,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Claus,Habermùller,Claus Habermùller
