,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1421,Peter,Blumelin,,,constoffeler,,Peter,Bluͤmelin,her Peter Bluͤmelin
1,stettmeister,1421,Walther,"Müllenheim, von",,,constoffeler,,Walther,von Mùlnheim,her Walther von Mùlnheim
2,stettmeister,1421,Johanns,Rebestock,,,constoffeler,,Johanns,Rebstock,her Johanns Rebstock
3,stettmeister,1421,Claus,Gerbot,,,constoffeler,,Claus,Gerbot,her Claus Gerbot
4,ammeister,1421,Johanns,Bechtolt,,,echevinat,,Johanns,Betscholt,her Johanns Betscholt der ammeister
5,conseiller_des_constaffel,1421,Behremann,"Heiligenstein, von",,,constoffeler,,Bere,von Heiligenstein,her Bere von Heiligenstein
6,conseiller_des_constaffel,1421,Walther,Bauman,,,constoffeler,,Walther,Buman,her Walther Buman
7,conseiller_des_constaffel,1421,Wernher,Sturm,,,constoffeler,,Wernlin,Sturm,Wernlin Sturm
8,conseiller_des_constaffel,1421,Bernhart,Bock,,,constoffeler,,Bernhart,Bock,Bernhart Bock
9,conseiller_des_constaffel,1421,Walther,Spiegel,,,constoffeler,,Walther,Spiegel,Walther Spiegel
10,conseiller_des_constaffel,1421,Johanns,Hesse,,,constoffeler,,Hanns,Hesse,Hanns Hesse
11,conseiller_des_constaffel,1421,Heinrich,Bertsch,,,constoffeler,,Heinrich,Bertsch,Heinrich Bertsch
12,conseiller_des_constaffel,1421,Johanns,"Winterthur, von",,,constoffeler,,Hanns,von Wintertur,Hanns von Wintertur
13,conseiller_des_constaffel,1421,Peter,Berer,,,constoffeler,,Peter,Berer,Peter Berer
14,conseiller_des_constaffel,1421,Wolffhelm,Bock,,,constoffeler,,Wolffhelm,Bock,Wolffhelm Bock
15,conseiller_des_constaffel,1421,Hessemann,Hesse,,,constoffeler,,Hesseman,Hesse,Hesseman Hesse
16,conseiller_des_marchands,1421,Jacob,Landolff,,,echevinat,corporation_des_marchands,Jacob,Landolff,Jacob Landolff
17,conseiller_des_boulangers,1421,Johanns,Scheubelin,,,echevinat,corporation_des_boulangers,Hanns,Schoͤublin,Hanns Schoͤublin
18,conseiller_des_bouchers,1421,Johanns,Kalt,,,echevinat,corporation_des_bouchers,Hanns,Kalt,Hanns Kalt
19,conseiller_des_drapiers,1421,Ulrich,Zirtzer,,,echevinat,corporation_des_drapiers,Uͦlrich,Zirzer,Uͦlrich Zirzer
20,conseiller_des_tonneliers,1421,Johanns,"Willgottheim, von",,,echevinat,corporation_des_tonneliers,Hanns,von Wilgotheim,Hanns von Wilgotheim
21,conseiller_des_tanneurs,1421,Claus,Gerbot,,,echevinat,corporation_des_tanneurs,Claus,Gerbot,her Claus Gerbot
22,conseiller_des_cabarretiers,1421,Johanns,Dentener,,,echevinat,corporation_des_cabarretiers,Hanns,Dentener,Hanns Dentener
23,conseiller_des_maçons,1421,Erhart,Kindelin,,,echevinat,corporation_des_maçons,Erhart,Kindelin,Erhart Kindelin
24,conseiller_des_forgerons,1421,Ruhlemann,"Truchtersheim, von",,,echevinat,corporation_des_forgerons,Rullin,von Druhtersheim,Rullin von Druhtersheim
25,conseiller_des_tailleurs,1421,Johanns,Zoller,,,echevinat,corporation_des_tailleurs,Hanns,Zoller,Hanns Zoller
26,conseiller_des_bateliers,1421,Claus,"Ettenheim, von",,,echevinat,corporation_des_bateliers,Claus,von Ettenheim,Claus von Ettenheim
27,conseiller_des_pelletiers,1421,Götze,"Hagenau, von",,,echevinat,corporation_des_pelletiers,Gotz,von Hagenowe,Gotz von Hagenowe
28,conseiller_des_charpentiers,1421,Fritsch,,uff dem Werde,,echevinat,corporation_des_charpentiers,Fritsch,,Fritsch uff dem Werde
29,conseiller_des_crieurs_et_mesureurs_de_vin,1421,Adam,Beildeck,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Adam,Beldeck,Adam Beldeck
30,conseiller_des_cordonniers,1421,Heintz,Üsenberg,,,echevinat,corporation_des_cordonniers,Heintz,Uͦsemberg,Heintz Uͦsemberg
31,conseiller_des_orfevres,1421,Heinrich,Stefan,,,echevinat,corporation_des_orfevres,Heinrich,Steffann,Heinrich Steffann
