,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1465,Johanns,Hüffelin,,,constoffeler,,Hanns,Huͤffel,her Hanns Huͤffel
1,stettmeister,1465,Diebolt,"Müllenheim, von",,,constoffeler,,Diebolt,von Mùlnheim,her Diebolt von Mùlnheim ritter
2,stettmeister,1465,Ludwig,"Müllenheim, von",,,constoffeler,,Ludwig,von Mùlnheim,her Ludwig von Mùlnheim ritter
3,stettmeister,1465,Philipp,"Müllenheim, von",,,constoffeler,,Philips,von Mùlnheim,her Philips von Mùlnheim ritter
4,ammeister,1465,Heinrich,Arge,,,echevinat,,Heinrich,Arge,her Heinrich Arge der ammeister
5,conseiller_des_constaffel,1465,Claus,"Bülach, von",von Buͦlach,,constoffeler,,Claus,Zorn,her Claus Zorn von Buͦlach
6,conseiller_des_constaffel,1465,Kühne,Nope,,,constoffeler,,Cuͦn,Nope,her Cuͦn Nope
7,conseiller_des_constaffel,1465,Johanns,"Winterthur, von",,,constoffeler,,Hanns,von Winthertur,Hanns von Winthertur
8,conseiller_des_constaffel,1465,Claus,Spender,,,constoffeler,,Claus,Spender,Claus Spender
9,conseiller_des_constaffel,1465,Johanns,Sturm,,,constoffeler,,Hanns,Sturm,Hanns Sturm
10,conseiller_des_constaffel,1465,Caspar,"Megde, zur",,,constoffeler,,Caspar,zͦuͦr Meͣgde,Caspar zͦuͦr Meͣgde
11,conseiller_des_constaffel,1465,Thoman,Büchsener,,,constoffeler,,Thoman,Buͤhßener,Thoman Buͤhßener
12,conseiller_des_constaffel,1465,Peter,Rebestock,,,constoffeler,,Peter,Rebestock,Peter Rebestock
13,conseiller_des_constaffel,1465,Johanns-Adolff,Ellenhart,,,constoffeler,,Hannsadolff,Elnhart,Hannsadolff Elnhart
14,conseiller_des_marchands,1465,Claus,Renner,,,echevinat,corporation_des_marchands,Claus,Renner,Claus Renner
