,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1413,Hug,Zorn,,,constoffeler,,Hug,Zorn,,"her Hug Zorn, Heylant Zorns seligen sün"
1,stettmeister,1413,Peter,Blumelin,,,constoffeler,,Peter,Bluͤmel,,her Peter Bluͤmel
2,stettmeister,1413,Gosse,Burggraf,,,constoffeler,,Gosse,Burggrove,,her Gosse Burggrove
3,stettmeister,1413,Behremann,"Heiligenstein, von",,,constoffeler,,Bere,von Heiligenstein,,her Bere von Heiligenstein
4,ammeister,1413,Ruhlemann,Barpfennig,,,echevinat,,Ruͤllin,Barpfennig,,her Ruͤllin Barpfennig der ammeister
5,conseiller_des_constaffel,1413,Reimbolt,Hüffelin,,,constoffeler,,Reimbolt,Hùffelin,,her Reimbolt Hùffelin
6,conseiller_des_constaffel,1413,Johanns,Zorn,"Eckerich, von",,constoffeler,,Johans,Zorn,von Eckerich,her Johans Zorn dem man sprichet von Eckerich
7,conseiller_des_constaffel,1413,Heinrich,"Müllenheim, von","Landsberg, von",,constoffeler,,Heinrich,von Mùlnheim,von Landesperg,her Heinrich von Mùlnheim genant von Landesperg
8,conseiller_des_constaffel,1413,Johanns-Rudolff,"Endingen, von",,,constoffeler,,Johanns Rͦuͦdolff,von Endingen,,her Johanns Rͦuͦdolff von Endingen
9,conseiller_des_constaffel,1413,Ulrich,Löselin,,,constoffeler,,Ulrich,Loͤselin,,her Ulrich Loͤselin
10,conseiller_des_constaffel,1413,Reimbolt,Hüffelin,,der elter,constoffeler,,Reimbolt,Hùffeliͦn,,"Reimbolt Hùffeliͦn der elter, Haneman Hͦuffelins seligen suͦn"
11,conseiller_des_constaffel,1413,Walther,"Müllenheim, von",,der elter,constoffeler,,Walther,von Mùlnheim,,Walther von Mùlnheim der elter
12,conseiller_des_constaffel,1413,Friedrich,Klette,,,constoffeler,,Friderich,Klette,,Friderich Klette
13,conseiller_des_constaffel,1413,Claus,"Müllenheim, von",,,constoffeler,,Claus,von Mùlnheim,,Claus von Mùlnheim
14,conseiller_des_constaffel,1413,Bechtolt,"Rosheim, von",,,constoffeler,,Bechtolt,von rosheim,,Bechtolt von rosheim
15,conseiller_des_constaffel,1413,Johanns,Richter,Deutschmann,,constoffeler,,Johanns,Richter,Dùtscheman,Johanns Richter dem man sprichet Dùtscheman
