,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1428,Heinrich,"Müllenheim, von",,,constoffeler,,Heinrich,von Mùlnheim,her Heinrich von Mùlnheim
1,stettmeister,1428,Johanns,Ellenhart,,,constoffeler,,Hanns,Elhart,her Hanns Elhart
2,stettmeister,1428,Kühne,"Trübel, zum",,,constoffeler,,Cuͦne,zuͦm Trùbel,her Cuͦne zuͦm Trùbel
3,stettmeister,1428,Hessemann,Hesse,,,constoffeler,,Hesseman,Hesse,her Hesseman Hesse
4,ammeister,1428,Adam,Riffe,,,echevinat,,Adam,Riffe,her Adam Riffe der ammeister
5,conseiller_des_constaffel,1428,Reimbolt,Spender,,,constoffeler,,Reimbolt,Spender,her Reimbolt Spender
6,conseiller_des_constaffel,1428,Behremann,"Heiligenstein, von",,,constoffeler,,Bere,von Heiligenstein,her Bere von Heiligenstein
7,conseiller_des_constaffel,1428,Wolffhelm,Bock,,,constoffeler,,Wolffhelm,Bock,her Wolffhelm Bock
8,conseiller_des_constaffel,1428,Claus,Lentzelin,,,constoffeler,,Claus,Lentzel,her Claus Lentzel
9,conseiller_des_constaffel,1428,Ludwig,"Rosheim, von",,,constoffeler,,Ludwig,von Rosheim,Ludwig von Rosheim
10,conseiller_des_constaffel,1428,Claus-Friedrich,Büchsener,,,constoffeler,,Clauß Fridrich,Bùhssener,Clauß Fridrich Bùhssener
11,conseiller_des_constaffel,1428,Friedrich,Manse,,,constoffeler,,Fridrich,Mansse,Fridrich Mansse
12,conseiller_des_constaffel,1428,Friedrich,"Hochfelden, von",,,constoffeler,,Fridrich,von Hochvelden,Fridrich von Hochvelden
13,conseiller_des_constaffel,1428,Kühne,Nope,,,constoffeler,,Cuͦne,Nope,Cuͦne Nope
14,conseiller_des_constaffel,1428,Burkhart,Bauman,,,constoffeler,,Burckart,Buman,Burckart Buman
15,conseiller_des_marchands,1428,Jacob,Happmacher,,,echevinat,corporation_des_marchands,Jacop,Happmacher,Jacop Happmacher
16,conseiller_des_boulangers,1428,Johanns,Schultheiss,Clein,,echevinat,corporation_des_boulangers,Hans,Schultheiss,Clein Hans Schultheiss
17,conseiller_des_bouchers,1428,Johanns,Bechtolt,,,echevinat,corporation_des_bouchers,Hanns,Betscholt,her Hanns Betscholt
18,conseiller_des_tonneliers,1428,Claus,Schanlit,,,echevinat,corporation_des_tonneliers,Claus,Schanlit,her Claus Schanlit
19,conseiller_des_drapiers,1428,Heinrich,Leimer,,,echevinat,corporation_des_drapiers,Heinrich,Lỳmer,Heinrich Lỳmer
20,conseiller_des_tanneurs,1428,Johanns,"Lahr, von",,,echevinat,corporation_des_tanneurs,Hanns,von Lare,Hanns von Lare
21,conseiller_des_cabarretiers,1428,Reimbolt,Dreitzehn,,,echevinat,corporation_des_cabarretiers,Reimbolt,Dritzehen,Reimbolt Dritzehen
22,conseiller_des_maçons,1428,Claus,"Morsmünster, von",,,echevinat,corporation_des_maçons,Claus,von Morßmùnster,Claus von Morßmùnster
23,conseiller_des_forgerons,1428,,Gerlach,,,echevinat,corporation_des_forgerons,,Gerlach,Gerlach
24,conseiller_des_tailleurs,1428,Claus,Diener,,,echevinat,corporation_des_tailleurs,Claus,Diener,Claus Diener
25,conseiller_des_bateliers,1428,Obrecht,Schalk,,,echevinat,corporation_des_bateliers,Obreht,Schalck,Obreht Schalck
26,conseiller_des_pelletiers,1428,Claus,"Hellen, zur",,,echevinat,corporation_des_pelletiers,Claus,zͦuͦr Hellen,Claus zͦuͦr Hellen
27,conseiller_des_charpentiers,1428,Fritsch,Dusche,,,echevinat,corporation_des_charpentiers,Fritsch,Dùsche,Fritsch Dùsche
28,conseiller_des_crieurs_et_mesureurs_de_vin,1428,Fritsch,Volkmar,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Fritsch,Volmar,Fritsch Volmar
29,conseiller_des_cordonniers,1428,Bernhart,,inn Kurbengasse,,echevinat,corporation_des_cordonniers,Bernhart,,Bernhart inn Kurbengasse
30,conseiller_des_orfevres,1428,Blesin,Harnischer,,,echevinat,corporation_des_orfevres,Blesin,Harnscher,Blesin Harnscher
31,conseiller_des_marchands_de_grains,1428,Küntz,Hühnerer,,,echevinat,corporation_des_marchands_de_grains,Cùntzlin,Huͤnrer,Cùntzlin Huͤnrer
32,conseiller_des_jardiniers,1428,Johanns,Henneckin,,,echevinat,corporation_des_jardiniers,Hanns,Heinnckin,Hanns Heinnckin
33,conseiller_des_pêcheurs,1428,Jerge,Schertzheim,,,echevinat,corporation_des_pêcheurs,Joͤrg,Schertzheim,Joͤrg Schertzheim
34,conseiller_des_barbiers_et_baigneurs,1428,Johanns,,im Sluch,,echevinat,corporation_des_barbiers_et_baigneurs,Hanns,,Hanns im Sluch
35,conseiller_des_sauniers,1428,Wernher,Messner,,,echevinat,corporation_des_sauniers,Wernlin,Mesener,Wernlin Mesener
36,conseiller_des_tisserands,1428,Diebolt,Renner,,,echevinat,corporation_des_tisserands,Diebolt,Renner,Diebolt Renner
37,conseiller_des_gourmets_et_courtiers,1428,Claus,Ricker,,,echevinat,corporation_des_gourmets_et_courtiers,Claus,Ricker,Claus Ricker
38,conseiller_des_charrons,1428,Jerge,Dreitzehn,,,echevinat,corporation_des_charrons,Jorgͤ,xiij,Jorgͤ xiij
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1428,Johanns,Weipolt,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Hanns,Wỳpolt,Hanns Wỳpolt
40,conseiller_des_coltineurs_de_tonneaux,1428,Claus,Dürr,,,echevinat,corporation_des_coltineurs_de_tonneaux,Claus,Dùrre,Claus Dùrre
41,conseiller_des_constructeurs_de_bateaux,1428,Hug,Klige,,,echevinat,corporation_des_constructeurs_de_bateaux,Hug,Klye,Hug Klye
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1428,Küntz,"Mentz, von",,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Cuͦntz,von Mentz,Cuͦntz von Mentz
