,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1461,Dietrich,Burggraf,,,constoffeler,,Dietrich,Burggraf,her Dietrich Burggraf
1,stettmeister,1461,Friedrich,"Rust, zum",,,constoffeler,,Fridrich,zuͦm Ruͦst,her Fridrich zuͦm Ruͦst ritter
2,stettmeister,1461,Ludwig,"Müllenheim, von",,,constoffeler,,Ludwig,von Mùlnheim,her Ludwig von Mùlnheim ritter
3,stettmeister,1461,Johanns-Konrat,Bock,,,constoffeler,,Hannßconrat,Bock,her Hannßconrat Bock
4,ammeister,1461,Wilhelm,Bechtolt,,,echevinat,,Wilhelm,Betscholt,her Wilhelm Betscholt der ammeister
5,conseiller_des_constaffel,1461,Ludwig,"Rosheim, von",,,constoffeler,,Ludwig,von Rosheim,her Ludwig von Rosheim
6,conseiller_des_constaffel,1461,Kühne,Nope,,,constoffeler,,Cuͦne,Nope,her Cuͦne Nope
7,conseiller_des_constaffel,1461,Johanns,Hüffelin,,,constoffeler,,Hanns,Hùffel,her Hanns Hùffel
8,conseiller_des_constaffel,1461,Johanns,Merswin,,,constoffeler,,Hanns,Merswin,her Hanns Merswin
9,conseiller_des_constaffel,1461,Johanns,Berer,,,constoffeler,,Hanns,Berer,Hanns Berer
10,conseiller_des_constaffel,1461,Claus,Spender,,,constoffeler,,Claus,Spender,Claus Spender
11,conseiller_des_constaffel,1461,Thoman,Büchsener,,,constoffeler,,Thoman,Bùssener,Thoman Bùssener
12,conseiller_des_constaffel,1461,Konrat,"Megde, zur",,,constoffeler,,Conrat,zͦuͦr Megde,Conrat zͦuͦr Megde
13,conseiller_des_constaffel,1461,Peter,Rebestock,,,constoffeler,,Peter,Rebstock,Peter Rebstock
14,conseiller_des_constaffel,1461,Jacob,Ammelung,,,constoffeler,,Jacob,Ammelung,Jacob Ammelung
15,conseiller_des_marchands,1461,Peter,Arge,,,echevinat,corporation_des_marchands,Peter,Arge,Peter Arge
16,conseiller_des_boulangers,1461,Ulrich,Burer,,,echevinat,corporation_des_boulangers,Uͦlrich,Bùrer,Uͦlrich Bùrer
17,conseiller_des_bouchers,1461,Claus,"Berse, von",,,echevinat,corporation_des_bouchers,Claus,von Berse,Claus von Berse
