,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1448,Johanns,Hüffelin,,,constoffeler,,Hanns,Hùffel,,her Hanns Hùffel
1,stettmeister,1448,Heintz,"Müllenheim, von",,,constoffeler,,Heintz,von Mùlnheim,,her Heintz von Mùlnheim ritter
2,stettmeister,1448,Ulrich,Bock,,der eilter,constoffeler,,Uͦlrich,Bock,,her Uͦlrich Bock der eilter
3,stettmeister,1448,Friedrich,"Rust, zum",,,constoffeler,,Fridrich,zuͦm Ruͦst,,her Fridrich zuͦm Ruͦst
4,ammeister,1448,Jacob,Wormser,,,echevinat,,Jacob,Wurmsser,,her Jacob Wurmsser der ammeister
5,conseiller_des_constaffel,1448,Thoman,"Kageneck, von",,,constoffeler,,Thoman,von Kageneck,,her Thoman von Kageneck
6,conseiller_des_constaffel,1448,Johanns,"Müllenheim, von",,,constoffeler,,Hanns,von Mùlnheim,,"her Hanns von Mùlnheim, ottemans sun"
7,conseiller_des_constaffel,1448,Konrat,Bock,,,constoffeler,,Conrat,Bock,,her Conrat Bock
8,conseiller_des_constaffel,1448,Jerge,Zorn,,,constoffeler,,Joͤrg,Zorn,,Joͤrg Zorn
9,conseiller_des_constaffel,1448,Bechtolt,Zorn,"Riet, zum",,constoffeler,,Berhtolt,Zorn,zuͦm Riet,Berhtolt Zorn zuͦm Riet
10,conseiller_des_constaffel,1448,Diebolt,"Müllenheim, von",,,constoffeler,,Diebolt,von Mùlnheim,,Diebolt von Mùlnheim
11,conseiller_des_constaffel,1448,Johanns,"Winterthur, von",,,constoffeler,,Hanns,von Wintertur,,Hanns von Wintertur
12,conseiller_des_constaffel,1448,Jacob,Lentzelin,,,constoffeler,,Jacob,Lentzel,,Jacob Lentzel
13,conseiller_des_constaffel,1448,Walther,Bauman,,,constoffeler,,Walther,Buman,,Walther Buman
14,conseiller_des_constaffel,1448,Johanns,Merswin,,,constoffeler,,Hanns,Merswin,,Hanns Merswin
15,conseiller_des_marchands,1448,Konrat,Riffe,,,echevinat,corporation_des_marchands,Conrat,Riffe,,Conrat Riffe
16,conseiller_des_boulangers,1448,Claus,Linzer,,,echevinat,corporation_des_boulangers,Claus,Linser,,Claus Linser
17,conseiller_des_bouchers,1448,Wilhelm,Bechtolt,,,echevinat,corporation_des_bouchers,Wilhelm,Betscholt,,Wilhelm Betscholt
18,conseiller_des_tonneliers,1448,Johanns,Brettler,,,echevinat,corporation_des_tonneliers,Hanns,Bretteler,,Hanns Bretteler
19,conseiller_des_drapiers,1448,Johanns,Renner,,,echevinat,corporation_des_drapiers,Hanns,Renner,,Hanns Renner
20,conseiller_des_tanneurs,1448,Diebolt,Reimbolt,,,echevinat,corporation_des_tanneurs,Diebolt,Reimbolt,,Diebolt Reimbolt
21,conseiller_des_cabaretiers,1448,Erhart,Baumgarter,,,echevinat,corporation_des_cabaretiers,Erhart,Boͧmgarter,,Erhart Boͧmgarter
22,conseiller_des_maçons,1448,Johanns,Walt,,,echevinat,corporation_des_maçons,Hanns,Walt,,Hanns Walt
23,conseiller_des_forgerons,1448,Johanns,Weidemann,,,echevinat,corporation_des_forgerons,Hanns,Wideman,,Hanns Wideman
24,conseiller_des_tailleurs,1448,Sifrit,Zerig,,,echevinat,corporation_des_tailleurs,Syfrit,Zerig,,Syfrit Zerig
25,conseiller_des_bateliers,1448,Obrecht,Schalk,,,echevinat,corporation_des_bateliers,Obreht,Schalck,,her Obreht Schalck altammeister
26,conseiller_des_pelletiers,1448,Claus,"Erfurt, von",,,echevinat,corporation_des_pelletiers,Claus,von Erffurt,,Claus von Erffurt
27,conseiller_des_charpentiers,1448,Wilhelm,"Geispoltzheim, von",,,echevinat,corporation_des_charpentiers,Wilhelm,von Geispoltzheim,,Wilhelm von Geispoltzheim
