,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1400,Johanns,"Kageneck, von",,der eilter,constoffeler,,Johanns,von Kageneck,,her Johanns von Kageneck ritter der eilter
1,stettmeister,1400,Lütholt,"Müllenheim, von",,,constoffeler,,Lütolt,von Mulnheim,,her Lütolt von Mulnheim
2,stettmeister,1400,Adam,Löselin,,,constoffeler,,Adam,Löselin,,her Adam Löselin
3,stettmeister,1400,Claus,Klobelouch,,,constoffeler,,Claus,Klobelouch,,her Claus Klobelouch
4,ammeister,1400,Wilhelm,Metziger,,,echevinat,,Wilhelm,Metziger,,her Wilhelm Metziger der ammeister
5,conseiller_des_constaffel,1400,Wetzel,Marsilius,,,constoffeler,,Wetzel,Marsilius,,her Wetzel Marsilius ritter
6,conseiller_des_constaffel,1400,Heinrich,"Müllenheim, von",,,constoffeler,,Heinrich,von Mülnheim,,her Heinrich von Mülnheim ritter
7,conseiller_des_constaffel,1400,Thoman,"Endingen, von",,,constoffeler,,Thoman,von Endingen,,her Thoman von Endingen ritter
8,conseiller_des_constaffel,1400,Reimbolt,Hüffelin,,der jung,constoffeler,,Reimbolt,Hüffelin,,her Reimbolt Hüffelin der jung ritter
9,conseiller_des_constaffel,1400,Hug,Zorn,Heilant,,constoffeler,,Hug,Zorn,Heilant,Hug Zorn Heilant
10,conseiller_des_constaffel,1400,Ottemann,"Müllenheim, von",,,constoffeler,,Otteman,von Mülnheim,,Otteman von Mülnheim
11,conseiller_des_constaffel,1400,Wernher,Hüffelin,,,constoffeler,,Wernlin,Hüffelin,,Wernlin Hüffelin
12,conseiller_des_constaffel,1400,Claus,Zorn,Schultheiss,,constoffeler,,Claus,Zorn,Schultheiss,Claus Zorn Schultheiss
13,conseiller_des_constaffel,1400,Johanns,Bock,,,constoffeler,,Johanns,Bock,,Johanns Bock
14,conseiller_des_constaffel,1400,Hessemann,Hesse,,,constoffeler,,Hesseman,Hesse,,Hesseman Hesse
15,conseiller_des_constaffel,1400,Claus,Merswin,,,constoffeler,,Claus,Merswin,,Claus Merswin
16,conseiller_des_constaffel,1400,Johanns,Deutschmann,,,constoffeler,,Johanns,Tütschman,,Johanns Tütschman
17,conseiller_des_constaffel,1400,Hug,Rippelin,,,constoffeler,,Hug,Rippelin,,Hug Rippelin
18,conseiller_des_constaffel,1400,Götze,"Heiligenstein, von",,,constoffeler,,Götze,von Heiligenstein,,Götze von Heiligenstein
19,conseiller_des_constaffel,1400,Heintz,Gürteler,,,constoffeler,,Heintzman,Gürteler,,Heintzman Gürteler
20,conseiller_des_constaffel,1400,Symont,Büchsener,,,constoffeler,,Symont,Bühssener,,Symont Bühssener
21,conseiller_des_constaffel,1400,Reimbolt,"Trübel, zum",,,constoffeler,,Reimbolt,züm Trübel,,Reimbolt züm Trübel
22,conseiller_des_constaffel,1400,Wernher,Sturm,,,constoffeler,,Wernher,Sturm,,"Wernher Sturm, Wernher Sturms seligen sun"
23,conseiller_des_constaffel,1400,Wernher,"Storcken, zum",,,constoffeler,,Wernher,züm Störcken,,Wernher züm Störcken
24,conseiller_des_constaffel,1400,Hannemann,Geudertheim,,,constoffeler,,Hanman,Göudertheim,,Hanman Göudertheim
25,conseiller_des_constaffel,1400,Hug,Völtsch,,,constoffeler,,Hig,Völtsche,,Hig Völtsche
26,conseiller_des_constaffel,1400,Claus,"Winterthur, von",,,constoffeler,,Claus,von Wintertur,,"Claus von Wintertur, Walthers sun"
27,conseiller_des_constaffel,1400,Hegel,Rebestock,,,constoffeler,,Hegel,Rebstock,,Hegel Rebstock
28,conseiller_des_constaffel,1400,Kühne,Nope,,,constoffeler,,Cüneman,Nope,,Cüneman Nope
29,conseiller_des_marchands,1400,Hannemann,"Colmar, von",,,echevinat,corporation_des_marchands,Hanman,von Colmar,,Hanman von Colmar
30,conseiller_des_boulangers,1400,,Gerung,"Judengasse, in",,echevinat,corporation_des_boulangers,,Gerung,inn Judengasse,Gerung inn Judengasse
31,conseiller_des_bouchers,1400,Wilhelm,Rotschilt,,,echevinat,corporation_des_bouchers,Wilhelm,Rotschilt,,Wilhelm Rotschilt
32,conseiller_des_drapiers,1400,Claus,Spielmann,,,echevinat,corporation_des_drapiers,Claus,Spilman,,Claus Spilman
33,conseiller_des_tonneliers,1400,Claus,Schott,,,echevinat,corporation_des_tonneliers,Claus,Schott,,Claus Schott
34,conseiller_des_tanneurs,1400,Ulrich,Issenhausen,,,echevinat,corporation_des_tanneurs,Ülrich,Isenhusen,,Ülrich Isenhusen
35,conseiller_des_cabaretiers,1400,Sigel,,,,echevinat,corporation_des_cabaretiers,Sigel,,,Sigel
36,conseiller_des_maçons,1400,Erhart,Kindelin,,,echevinat,corporation_des_maçons,Erhart,Kindelin,,Erhart Kindelin
37,conseiller_des_forgerons,1400,Andres,,"Rossmarkt, am",,echevinat,corporation_des_forgerons,Andres,,am Rossmerckt,Andres am Rossmerckt
38,conseiller_des_tailleurs,1400,Diebolt,"Gumbrecht, von",,,echevinat,corporation_des_tailleurs,Diebolt,von Ginebreht,,Diebolt von Ginebreht
39,conseiller_des_bateliers,1400,Küntz,Boppe,,,echevinat,corporation_des_bateliers,Cüntz,Boppe,,Cüntz Boppe
40,conseiller_des_charpentiers,1400,Dietrich,Tummeler,,,echevinat,corporation_des_charpentiers,Diethrich,Tumeler,,Diethrich Tumeler
41,conseiller_des_pelletiers,1400,Johanns,Westermann,,,echevinat,corporation_des_pelletiers,Johanns,Westerman,,Johanns Westerman
42,conseiller_des_crieurs_et_mesureurs_de_vin,1400,Lienhart,Heischer,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Leonhart,Heischer,,Leonhart Heischer
43,conseiller_des_cordonniers,1400,Johanns,Laubeck,,,echevinat,corporation_des_cordonniers,Johanns,Loubeck,,Johanns Loubeck
44,conseiller_des_orfevres,1400,Peter,Honau,,,echevinat,corporation_des_orfevres,Peter,Honowe,,Peter Honowe
45,conseiller_des_marchands_de_grains,1400,Ulrich,Hühnerer,,,echevinat,corporation_des_marchands_de_grains,Ülrich,Hünrer,,Ülrich Hünrer
