,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
0,stettmeister,1405,Claus,Zorn,Schultheiss,,constoffeler,,Claus,Zorn,Schultheiss,her Claus Zorn Schultheiss
1,stettmeister,1405,Ulrich,Bock,,der junger,constoffeler,,Ülrich,Bock,,her Ülrich Bock der junger
2,stettmeister,1405,Gosse,Burggraf,,,constoffeler,,Gosse,Burggrave,,her Gosse Burggrave
3,stettmeister,1405,Johanns,Deutschmann,,,constoffeler,,Johanns,Dütschman,,Johanns Dütschman
4,ammeister,1405,Ruhlemann,Barpfennig,,,echevinat,,Rüllin,Barpfennig,,her Rüllin Barpfennig der ammeister
5,conseiller_des_constaffel,1405,Johanns,"Still, von",,,constoffeler,,Johanns,von Stille,,her Johanns von Stille
6,conseiller_des_constaffel,1405,Reimbolt,Hüffelin,,,constoffeler,,Reimbolt,Hüffelin,,her Reimbolt Hüffelin
7,conseiller_des_constaffel,1405,Johanns,Zorn,"Eckerich, von",,constoffeler,,Johanns,Zorn,von Eckenrich,her Johanns Zorn von Eckenrich
8,conseiller_des_constaffel,1405,Heinrich,"Müllenheim, von","Landsberg, von",,constoffeler,,Heinrich,von Mülnheim,von Landsperg,her Heinrich von Mülnheim von Landsperg
9,conseiller_des_constaffel,1405,Claus,Westhus,,,constoffeler,,Claus,von Westhus,,her Claus von Westhus
10,conseiller_des_constaffel,1405,Reimbolt,Hüffelin,,,constoffeler,,Reimbolt,Hüffelin,,"Reimbolt Hüffelin, Hanmans seligen sun"
11,conseiller_des_constaffel,1405,Hetzel,Klobelouch,,,constoffeler,,Hetzel,Klöblouch,,Hetzel Klöblouch
12,conseiller_des_constaffel,1405,Ottemann,"Müllenheim, von",,,constoffeler,,Otteman,von Mülnheim,,Otteman von Mülnheim
13,conseiller_des_constaffel,1405,Johanns,"Müllenheim, von","Ungersheim, von",,constoffeler,,Hanns,von Mülnheim,von Ungere,Hanns von Mülnheim von Ungere
14,conseiller_des_constaffel,1405,Bechtolt,"Rosheim, von",,,constoffeler,,Behtolt,von Rosheim,,Behtolt von Rosheim
15,conseiller_des_constaffel,1405,Johanns,Klobelouch,,,constoffeler,,Johanns,Cloblöuch,,"Johanns Cloblöuch, langhanns sun"
16,conseiller_des_constaffel,1405,Johanns,Berlin,,,constoffeler,,Johanns,Berlin,,Johanns Berlin
