,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1463,Bechtolt,"Riet, zum",zuͦm Riet,,constoffeler,,Berhtolt,Zorn,her Berhtolt Zorn zuͦm Riet
1,stettmeister,1463,Johanns,Böckel,,,constoffeler,,Hanns,Boͤckel,her Hanns Boͤckel ritter
2,stettmeister,1463,Claus,"Bülach, von",von Bͦuͦlach,,constoffeler,,Claus,Zorn,her Claus Zorn von Bͦuͦlach
3,stettmeister,1463,Johanns-Konrat,Bock,,,constoffeler,,Hannß Conrat,Bock,her Hannß Conrat Bock
4,ammeister,1463,Jacob,Ammelung,,,echevinat,,Jacob,Ammelung,her Jacob Ammelung der ammeister
5,conseiller_des_constaffel,1463,Dietrich,Burggraf,,,constoffeler,,Dietrich,Burggraf,her Dietrich Burggraf
6,conseiller_des_constaffel,1463,Diebolt,Lentzelin,,,constoffeler,,Diebolt,Lentzel,Diebolt Lentzel
7,conseiller_des_constaffel,1463,Jacob,Lentzelin,,,constoffeler,,Jacob,Lentzel,Jacob Lentzel
8,conseiller_des_constaffel,1463,Thoman,Ellenhart,,,constoffeler,,Thoman,Elhart,Thoman Elhart
9,conseiller_des_constaffel,1463,Stefan,Sturm,,,constoffeler,,Steffann,Sturm,Steffann Sturm
10,conseiller_des_constaffel,1463,Bernhart,Bock,,,constoffeler,,Bernhart,Bock,Bernhart Bock
11,conseiller_des_constaffel,1463,Johanns,Völtsch,,,constoffeler,,Hanns,Voͤltsche,Hanns Voͤltsche
12,conseiller_des_constaffel,1463,Ludwig,Wolff,,,constoffeler,,Ludwig,Wolff,Ludwig Wolff
13,conseiller_des_constaffel,1463,Johanns,Riffe,,,constoffeler,,Hanns,Riffe,Hanns Riffe
14,conseiller_des_marchands,1463,Jacob,Wormser,,,echevinat,corporation_des_marchands,Jacob,Wurmsser,her Jacob Wurmsser altammeister
15,conseiller_des_boulangers,1463,Claus,Linzer,,,echevinat,corporation_des_boulangers,Claus,Linser,Claus Linser
16,conseiller_des_bouchers,1463,Johanns,"Berse, von",,,echevinat,corporation_des_bouchers,Hanns,von Berse,Hanns von Berse
17,conseiller_des_tonneliers,1463,Johanns,"Dalheim, von",,,echevinat,corporation_des_tonneliers,Hanns,von Dalheim,Hanns von Dalheim
18,conseiller_des_drapiers,1463,Johanns,"Pfennigturm, vor dem",vor dem pfennigturn,,echevinat,corporation_des_drapiers,Hanns,Armbruster,Hanns Armbruster vor dem pfennigturn
19,conseiller_des_tanneurs,1463,Diebolt,Reimbolt,,,echevinat,corporation_des_tanneurs,Diebolt,Reimbolt,Diebolt Reimbolt
20,conseiller_des_cabaretiers,1463,Adam,Messner,,,echevinat,corporation_des_cabaretiers,Adam,Mesener,Adam Mesener
21,conseiller_des_maçons,1463,Michel,"Molsheim, von",,,echevinat,corporation_des_maçons,Michel,von Molsheim,Michel von Molsheim
