,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1487,Wilhelm,Böckel,,,constoffeler,,Wilhelm,Böcklin,her Wilhelm Böcklin ritter
1,stettmeister,1487,Friedrich,Bock,,,constoffeler,,Friderich,Bock,her Friderich Bock ritter
2,stettmeister,1487,Ottemann,Sturm,,,constoffeler,,Otte,Sturm,her Otte Sturm ritter
3,stettmeister,1487,Peter,Völtsch,,,constoffeler,,Peter,Völtsche,her Peter Völtsche ritter
4,ammeister,1487,Jacob,Ammelung,,,echevinat,,Jacob,Ammelung,her Jacob Ammelung der ammeister
5,conseiller_des_constaffel,1487,Peter,Rebestock,,,constoffeler,,Peter,Rebestock,Peter Rebestock
6,conseiller_des_constaffel,1487,Johanns,Völtsch,,,constoffeler,,Hans,Völtsche,Hans Völtsche
7,conseiller_des_constaffel,1487,Jerge,Berer,,,constoffeler,,Jörge,Berer,Jörge Berer
8,conseiller_des_constaffel,1487,Caspar,Klobelouch,,,constoffeler,,Caspar,Clobelouch,Caspar Clobelouch
9,conseiller_des_constaffel,1487,Ludwig,"Müllenheim, von",,,constoffeler,,Ludwig,von Mùlnheim,Ludwig von Mùlnheim
10,conseiller_des_constaffel,1487,Jacob,Wormser,,,constoffeler,,Jacob,Wormßer,Jacob Wormßer
11,conseiller_des_bateliers,1487,Blesin,Dolde,,,echevinat,corporation_des_bateliers,Blesin,Dolde,Blesin Dolde
12,conseiller_des_marchands,1487,Johanns-Erhart,"Rottweil, von",,,echevinat,corporation_des_marchands,Hans Erhart,von Rotwil,Hans Erhart von Rotwil
13,conseiller_des_bouchers,1487,Claus,Bechtolt,,,echevinat,corporation_des_bouchers,Claus,Behtolt,Claus Behtolt
14,conseiller_des_cabaretiers,1487,Adam,Messner,,,echevinat,corporation_des_cabaretiers,Adam,Mesener,Adam Mesener
15,conseiller_des_drapiers,1487,Obrecht,Armbruster,,,echevinat,corporation_des_drapiers,Obreht,Armbroster,Obreht Armbroster
16,conseiller_des_marchands_de_grains,1487,Claus,Jörger,,,echevinat,corporation_des_marchands_de_grains,Claus,Jorger,Claus Jorger
17,conseiller_des_sauniers,1487,Mattern,Trachenfeils,,,echevinat,corporation_des_sauniers,Matern,Trachenfelß,her Matern Trachenfelß
18,conseiller_des_orfevres,1487,Stefan,Rotschilt,,,echevinat,corporation_des_orfevres,Steffan,Rotschilt,Steffan Rotschilt
19,conseiller_des_boulangers,1487,Johanns,Gunther,,,echevinat,corporation_des_boulangers,Hans,Gùnther,Hans Gùnther
20,conseiller_des_pelletiers,1487,Arbogast,Burnherr,,,echevinat,corporation_des_pelletiers,Arbgast,Burnherre,Arbgast Burnherre
21,conseiller_des_tonneliers,1487,Claus,Vetter,,,echevinat,corporation_des_tonneliers,Claus,Vetter,Claus Vetter
22,conseiller_des_tanneurs,1487,Oberlin,"Büre, von",,,echevinat,corporation_des_tanneurs,Oberlin,von Bùre,Oberlin von Bùre
23,conseiller_des_gourmets_et_courtiers,1487,Johanns,Rörich,,,echevinat,corporation_des_gourmets_et_courtiers,Hans,Rörich,Hans Rörich
24,conseiller_des_tailleurs,1487,Bechtolt,Vogelsberg,,,echevinat,corporation_des_tailleurs,Behtolt,Vogelsberg,Behtolt Vogelsberg
25,conseiller_des_forgerons,1487,Johanns,"Dachstein, von",,,echevinat,corporation_des_forgerons,Hans,von Dachstein,Hans von Dachstein
26,conseiller_des_cordonniers,1487,Erhart,Gisebrecht,,,echevinat,corporation_des_cordonniers,Erhart,Gisebreht,Erhart Gisebreht
27,conseiller_des_pêcheurs,1487,Diebolt,Volk,,,echevinat,corporation_des_pêcheurs,Diebolt,Volck,Diebolt Volck
28,conseiller_des_charrons,1487,Marx,Rebestock,,,echevinat,corporation_des_charrons,Marx,Rebestock,Marx Rebestock
29,conseiller_des_jardiniers,1487,Johanns,Rohrbosch,,,echevinat,corporation_des_jardiniers,Hans,Rorbosch,Hans Rorbosch
30,conseiller_des_maçons,1487,Claus,Lötschel,,,echevinat,corporation_des_maçons,Claus,Loͤtschel,Claus Loͤtschel
