,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
0,stettmeister,1458,Ludwig,"Müllenheim, von",,,constoffeler,,Ludwig,von Mùlnheim,her Ludwig von Mùlnheim ritter
1,stettmeister,1458,Friedrich,"Rust, zum",,,constoffeler,,Fridrich,zuͦm Ruͦst,her Fridrich zuͦm Ruͦst ritter
2,stettmeister,1458,Heinrich,"Müllenheim, von",,,constoffeler,,Heinrich,von Mùlnheim,her Heinrich von Mùlnheim ritter
3,stettmeister,1458,Johanns-Konrat,Bock,,,constoffeler,,Hannßconrat,Bock,her Hannßconrat Bock
4,ammeister,1458,Johanns,Trachenfeils,,,echevinat,,Hanns,Trachenfeils,her Hanns Trachenfeils der ammeister
5,conseiller_des_constaffel,1458,Dietrich,Burggraf,,,constoffeler,,Dietrich,Burggrave,her Dietrich Burggrave
6,conseiller_des_constaffel,1458,Ludwig,"Rosheim, von",,,constoffeler,,Ludwig,von Rosheim,her Ludwig von Rosheim
7,conseiller_des_constaffel,1458,Johanns,Ellenhart,,der jung,constoffeler,,Hanns,Ellehart,her Hanns Ellehart der jung
8,conseiller_des_constaffel,1458,Claus,Spender,,,constoffeler,,Claus,Spender,Claus Spender
9,conseiller_des_constaffel,1458,Johanns,Sturm,,,constoffeler,,Hanns,Sturm,Hanns Sturm
10,conseiller_des_constaffel,1458,Bernhart,Bock,,,constoffeler,,Bernhart,Bock,Bernhart Bock
11,conseiller_des_constaffel,1458,Johanns,Völtsch,,,constoffeler,,Hanns,Voͤltsche,Hanns Voͤltsche
12,conseiller_des_constaffel,1458,Johanns,Lumbart,,,constoffeler,,Hanns,Lumbart,Hanns Lumbart
13,conseiller_des_constaffel,1458,Johanns,Riffe,,der eilter,constoffeler,,Hanns,Riffe,Hanns Riffe der eilter
14,conseiller_des_constaffel,1458,Johanns,Armbruster,inn brantgasse,,constoffeler,,Hanns,Armbruster,Hanns Armbruster inn brantgasse
15,conseiller_des_marchands,1458,Johanns-Heinrich,Desche,,,echevinat,corporation_des_marchands,Hannsheinrich,Desche,Hannsheinrich Desche
16,conseiller_des_boulangers,1458,Claus,Linzer,,,echevinat,corporation_des_boulangers,Claus,Linser,Claus Linser
17,conseiller_des_bouchers,1458,Wilhelm,Bechtolt,,,echevinat,corporation_des_bouchers,Wilhelm,Betscholt,her Wilhelm Betscholt
18,conseiller_des_tonneliers,1458,Sifrit,Pfaffenheim,,,echevinat,corporation_des_tonneliers,Syfrit,Pfaffenheim,Syfrit Pfaffenheim
19,conseiller_des_drapiers,1458,Veltin,"Ehenheim, von",,,echevinat,corporation_des_drapiers,Veltin,von Ehenheim,Veltin von Ehenheim
20,conseiller_des_tanneurs,1458,Diebolt,Reimbolt,,,echevinat,corporation_des_tanneurs,Diebolt,Reimbolt,Diebolt Reimbolt
21,conseiller_des_cabarretiers,1458,Stoffelus,Bruder,,,echevinat,corporation_des_cabarretiers,Stoffelus,Brùder,Stoffelus Brùder
22,conseiller_des_maçons,1458,Claus,Ziegler,,,echevinat,corporation_des_maçons,Claus,Ziegler,Claus Ziegler
